Indeks,Komentar,Label,Label_Validator
54207,beliau panen pahala🗿,0,0.0
54208,bangga lu pake jilbab kayak gitu,0,0.0
54209,aw malo,0,0.0
54210,kak udah akhir zaman lo😭 masa kasih lihat rambut nya ka,0,0.0
54211,maaf ya kan disuruh 🙇🏻,0,0.0
54212,emang ad seleb pengikut nya belum ribuan😂,0,0.0
54213,ntah paok,0,0.0
54214,lah emang bakal jadi tiktokers,0,0.0
54215,gue suka komennya plisss😎,0,0.0
54216,fungsi hijab 😹😹,0,0.0
54217,rambut met,0,0.0
54218,tanpa perintah udah terjalan,0,0.0
54219,emang nya bakal jadi tiktokers,0,0.0
54220,ih alay kali kelen,0,0.0
54221,emang yakin bakal jadi tiktokers,0,0.0
54222,beli ciput nya kak,0,0.0
54223,gw orngny ga tegaan 🙏🏻,0,0.0
54224,biar apa keliatan rambut ny 😏,0,0.0
54225,emng lu bakalan jadi tiktokers🤭🤭🤭🤭,0,0.0
54226,kak rambut nya dijaga,0,0.0
54227,no norak,0,0.0
54229,merasa kaya gitu,0,0.0
54232,rambut lu met,0,0.0
54233,mauu jdii seleb bnyakan jgaa followers gue 🥰🥺,0,0.0
54234,niat kerudungan g sih🥺,0,0.0
54235,seleb apa yg followers nya ratusan😹,0,0.0
54236,cabe kali🤣😭,0,0.0
54237,gk mau hujat kmu nya aja cantik,0,0.0
54238,seleb katanya😹😹 fllws msih ratusan aja dah bilang seleb 🤭,0,0.0
54239,1 jam 10k dua orang juga mikir 🤭,0,0.0
54240,rambut met😹,0,0.0
54241,gunanya jilbab apa,0,0.0
54242,eh itu rambutnya,0,0.0
54243,ciput mahal bet ya ternyta kak 😹,0,0.0
54244,ciput ga mahal ka 💔,0,0.0
54246,iphone elit jipon sulit,0,0.0
54247,ihh dasarrr duaa ceweee cantiii,0,0.0
54248,masi oke followers gue,0,0.0
54249,emang lu bisa jadi tiktokers,0,0.0
54250,emang bakal jadi tiktokers😏,0,0.0
54251,fungsi jilbab,0,0.0
54252,followers nya masih banyakan aku😹😹,0,0.0
54253,fungsi rambut 😹,0,0.0
54254,yang hijab item mirip cantika pacarnya agusan😭🙏,0,0.0
54255,bisa bisa nya fyp di akun kecil gini,0,0.0
54256,kenapa pakai inner baju hilang eh,0,0.0
54258,niat pakek krudung ga,0,0.0
54259,mana ada seleb followers ratusan 🤭,0,0.0
54260,emang bakal jadi tiktokers😜,0,0.0
54261,lc mn ni,0,0.0
54263,udah seleb guys☺🧢,0,0.0
54264,gk dulu ntar lo jadi terkenal lagi 😏,0,0.0
54265,ini netizen ko mendalami banget ya😭😭,0,0.0
54269,haelah bilang aj kali mau banyak orang komen 😋,0,0.0
54270,eh kok lo cantik amat sih,0,0.0
54272,cek vd aku,0,0.0
54275,my type🥰,0,0.0
54276,kaa rambutnyaa hanya mengingatkan😁,0,0.0
54277,lc 150k kah ini,0,0.0
54278,rambut ny kaka,0,0.0
54279,si bujang joget biar fyp,0,0.0
54280,ciputnya dipakai ya kakak kakak,0,0.0
54282,bawaan kak,0,0.0
54283,maaf 🥺,0,0.0
54284,pasti kakaknya type orang ga enakan,0,0.0
54285,udh kenal ya gini 😏😏,0,0.0
54286,jgn kepedean dlu followers lu aj blm ribuan🤭🤭,0,0.0
54287,cie ngestalk,0,0.0
54288,guyss liat nwpost ku dong,0,0.0
54289,gj bgttt 🙄,0,0.0
54290,kayak bakal jadi seleb aj 😹,0,0.0
54291,aku beliin ciput yaw,0,0.0
54292,aku juga suka matcha kak,0,0.0
54293,ga nyambung wak😂,0,0.0
54294,mirip ipud kelen,0,0.0
54295,idol aku itu,0,0.0
54296,ampun ya kak sesuai permintaan😅🥰,0,0.0
54297,ga gitu kak,0,0.0
54298,hp ip ciput gak punya,0,0.0
54299,maaf ya kak😭,0,0.0
54300,gak mau ah ntar lo kaya gue yang repot karna harus iri😁,0,0.0
54301,sebelum ngatain sebaiknya kita ngaca dulu,0,0.0
54302,jiputnya dipakai ya kk cntikk,0,0.0
54303,ciput murah met,0,0.0
54305,itu mah kk gk sakit hati soalnya kk sendiri yang mintah di hujat coba aja deh kk di hujat tanpa bersalah pasti gk enak😆,0,0.0
54306,ciput murah kak 😹🤭,0,0.0
54308,alayyy jamett😛,0,0.0
54309,fungsi hijab untuk pamer poni kah,0,0.0
54310,serlok otw rapihin jilbab lo😒,0,0.0
54311,ngarep jdi tiktokers 😂,0,0.0
54312,mimimal jangan minta²lah,0,0.0
54313,ciput murah kak,0,0.0
54314,itu kerudung buat apaan dah rambutnya aj gt 😂,0,0.0
54315,jilbab nya pajangan doang captionnya begaya tp followers nya msih 200an lucu bener lu mba,0,0.0
54316,gak ada manfaat banget,0,0.0
54317,ciput murah mba😹,0,0.0
54318,dih make hijab sama ngga sama aja sama aja,0,0.0
54319,fungsi kerudung buat apa dah mending buka aja 🤣lawakk,0,0.0
54320,hei dangdut koplo benerin dulu tuh rambut,0,0.0
54321,ciput murah loh ka,0,0.0
54322,katanya udh seleb masa ciput aja ga kebeli🤭,0,0.0
54323,beli ciput gak kalo bisa gk usah pake jilbab,0,0.0
54324,modelan tampang gitu pengen jadi tiktokers canda kak😭✌🏼,0,0.0
54325,idihh soo iyee bangttt,0,0.0
54326,ubur ubur ikan lele lele😹,0,0.0
54327,idih caperrr haus validasi,0,0.0
54328,emg bkl jd slb 🤭,0,0.0
54329,ciput lu mana mba,0,0.0
54330,sini aku back affiliate kalian 😻😻🔥🔥 aman 💯💯,0,0.0
54331,ciput murah lohh,0,0.0
54332,numpang karir sama yohan nti udh di atas yohan di lupakan😹,0,0.0
54333,kalo udah di atas tinggal mainin pinggul dikit 🙏,0,0.0
54334,@candra 么 tolong,0,0.0
54335,becanda aja kaka jgn baper,0,0.0
54337,mantap king😹😹,0,0.0
54338,ss ss,0,0.0
54339,disuruh hina malah ngasih fakta🗿,0,0.0
54340,kelas abangku,0,0.0
54341,aduh brok ini sangat fakta🤭,0,0.0
54342,ga bakal cuy gwen ini menurut gw sosok cewe yg setia,0,0.0
54343,kalo menurut ulama gmna tuh🗿,0,0.0
54344,coba tf dlu ka takut penipuan🙏,0,0.0
54345,lu kira penipuan yang ada di hp lu🗿,0,0.0
54346,pintar juga lu😅,0,0.0
54347,ber otak newton,0,0.0
54348,mau nya🤣🤣,0,0.0
54349,ngakak wee 😂😂😂,0,0.0
54350,jangan di rip🗿,0,0.0
54351,ternyata ada yg pinter di sini😂,0,0.0
54352,dia bilangnya tarif bukan transfer woylah🗿,0,0.0
54353,tar di rip,0,0.0
54354,@¥ ¥,0,0.0
54355,maksudnya gimana itu,0,0.0
54356,kan disuruh amn aman aj,0,0.0
54357,pandai menghina namun bodoh dalam berkaca manusia terlalu kuno bermain logika umur hanya lah angka atidute diatas segalanya 🤫🤐,0,0.0
54358,numpang ngonten kok njelekin aduhhh not my stel,0,0.0
54359,ngomong apalah sih bujang,0,0.0
54360,hah apa itu,0,0.0
54361,masa ga kebaca,0,0.0
54362,selamat 100 rb uang di potong pajak nerima bersih 20 rb,0,0.0
54363,jangan langsung ulti bg🗿🗿,0,0.0
54364,woy lagi bulan puasa oi,0,0.0
54365,singkat padat menyakitkan 🗿,0,0.0
54366,puasa we ga baik,0,0.0
54367,itu diaaaahhhhhh,0,0.0
54368,ga gitu maennya pael,0,0.0
54369,emak mu,0,0.0
54370,yah baru fyp ya kemana aja cilll,0,0.0
54371,mak mu ,0,0.0
54372,emk lu kali😹😹,0,0.0
54374,iyaa juga yaa ide baguss🗿,0,0.0
54375,kalo di suruh mah gabakal,0,0.0
54376,mikir gini jg😭,0,0.0
54377,ga lah kan dia yg nyuruh,0,0.0
54378,disuruh mah g bakal bre😹,0,0.0
54379,ga ngaruh sama aja,0,0.0
54380,kalo gitu apa kabar dengan kita fans emyu,0,0.0
54381,iya juga,0,0.0
54382,sist lupa tuhan maha mengetahui segala nya😭,0,0.0
54383,kalo dia nonis gimana bg 🗿,0,0.0
54384,dia nyuruh bro,0,0.0
54385,dia yg minta,0,0.0
54386,engga orang udh disengaja sama dia,0,0.0
54387,tapi kalo minta di maki ya gk dapet apa apa lah kan dia yg minta bukan fure orang gk suka dia,0,0.0
54388,dia yang suruh merasa paling tersakiti banget😹,0,0.0
54389,dia bilang apa,0,0.0
54390,main epep dlu sana akbarrrrrr🤭😹,0,0.0
54391,dia yg nyuruh kok😹,0,0.0
54392,biarin la,0,0.0
54394,kayaknya lu jujur bang,0,0.0
54395,dari sini kita bisa melihat manusia akan melakukan apapun demi uang,0,0.0
54396,iyah bro semua butuh uang,0,0.0
54397,emangg diaa komennn apaa banggg,0,0.0
54398,pahlawan haus validasi,0,0.0
54399,itu mah elu gw kagak kan dia yang nyuruh😹,0,0.0
54400,gada yng nanya lu 😂,0,0.0
54401,bukan ke lu,0,0.0
54402,ngikutin komen orang,0,0.0
54403,gue cuman lagi bercanda loh 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,0,0.0
54404,lah kan dia yg nyuruh,0,0.0
54405,pahlawan datang,0,0.0
54406,@sorry gakenal nyakitin hati orang karena uang kalo gue sorry not my style😹😹😹,0,0.0
54407,ibumu gimana bar,0,0.0
54408,alhamdulillah sehat bg ibu gua,0,0.0
54409,orang banjar kah,0,0.0
54410,tulisan segede itu gk bisa dibaca,0,0.0
54411,bocil tau apa si 😹😹,0,0.0
54412,wkwkwk 😂😂😂,0,0.0
54413,gak bisa baca kah,0,0.0
54414,white knight 🤭🤭🤭,0,0.0
54415,nyakiti kan penghibur memang gua aj suka ketawa dan merasa terhibur liat konten dia ama yohan,0,0.0
54416,emng dia mau ama lu 😹,0,0.0
54417,pick me kocaaak wkwkwkwk,0,0.0
54418,susah emng klo lgi butuh ni😹,0,0.0
54420,wkwk pp ngemis,0,0.0
54421,wkwkwk gk jadi😹😹,0,0.0
54422,lah itu doang photo,0,0.0
54423,😅😅😅 photo,0,0.0
54424,astagfirullah itu kan k n l😭,0,0.0
54425,pp mu bro🗿,0,0.0
54426,tidak sesuai pp🗿,0,0.0
54427,pistol air😹,0,0.0
54428,anjay sg2,0,0.0
54429,bjir gw yg merasa sakit hati,0,0.0
54430,@yoga😹 bjir gw yg merasa sakit hati,0,0.0
54432,i knoww,0,0.0
54433,hanya cinta dan malam🗿,0,0.0
54434,kak pelan”😭,0,0.0
54435,daur ulang vt sebelah😹,0,0.0
54437,wkek anjir,0,0.0
54438,ang kak kak kak🤣,0,0.0
54439,sakit nyaa,0,0.0
54440,susah emang kalo orang lagi bu 😂😂,0,0.0
54441,mahall king,0,0.0
54442,halahh basi daur ulang,0,0.0
54443,sakit hati gw cok,0,0.0
54444,daur ulang aji,0,0.0
54445,templet banget,0,0.0
54446,hi i have autism too it s so nice for someone to raise awareness about our condition sending hugs ❤️🫶🏻,0,0.0
54447,kakkk 😭😭,0,0.0
54448,bio fuji rak buat lu,0,0.0
54449,jujur saya salah mohon dimaafkan yahh klarifikasi,0,0.0
54450,di bawah 👇🏻,0,0.0
54451,kak kokbisa cantik sihh,0,0.0
54452,kakk maafff 😭😭😭,0,0.0
54453,belum ada 5 menit langsung minta maaf🗿🗿,0,0.0
54454,langsung klarif bejir 😹,0,0.0
54455,klarifikasi tercepat 🗿,0,0.0
54456,blom lgi viral udh minta maaf aj ko ya,0,0.0
54457,gmn mau menang kocyak,0,0.0
54458,klarifikasi duluan 😹,0,0.0
54459,langsung klarifikasi 🗿,0,0.0
54460,langsung klarifikasi jir,0,0.0
54461,langsung klarif cik😭,0,0.0
54462,hujat nya harus banget ke yang gituan ya 🙃,0,0.0
54463,main epep aja,0,0.0
54464,wkwk parah😭😭,0,0.0
54465,panen pahala,0,0.0
54466,kan inti video nya itu 😂,0,0.0
54467,lawakkkk bocil😹,0,0.0
54468,nguakak cik😹,0,0.0
54469,bocah epep kaga di ajak hus,0,0.0
54471,minim literasi😹,0,0.0
54472,malu ringannn,0,0.0
54473,@rzky rela nyakitin orang demi uang not my style,0,0.0
54474,leak cik😹,0,0.0
54476,respect 😎,0,0.0
54477,9 menit lalu,0,0.0
54478,i know 😎,0,0.0
54479,btw bagi uang dong🙆🫴,0,0.0
54480,iyh kak wen gk worth it kalo nyakitin orang demi 1 kuadriliun baru aku mau😈,0,0.0
54481,nikah yuk,0,0.0
54482,100 k ny kak,0,0.0
54483,gua kata kata in sambil emot ini juga nangis lo 😹😹😹,0,0.0
54484,canda ya ka uen,0,0.0
54485,gaada kurangnya aih 😑,0,0.0
54486,kalo nak tf dm be yuk,0,0.0
54487,sigma siangma boy 😂,0,0.0
54488,i know 😜,0,0.0
54489,kalo respect kasih lah duit ny,0,0.0
54490,ohhh jdi ini bekasnya moon taeil,0,0.0
54491,tau huuuhh,0,0.0
54492,kamu sendiri yg mau😂,0,0.0
54493,knp ga botak wen,0,0.0
54494,jangan ditanya bg kalau itu mah sskit kalau diingetin lagi,0,0.0
54495,wedeh kelas king,0,0.0
54496,kan dia yang nyuruh🤭,0,0.0
54497,wujud asli introvert,0,0.0
54498,hanya cinta dan malam,0,0.0
54499,absolute cinema ✋😐✋,0,0.0
54500,i know🗿,0,0.0
54501,behh ✋😐✋,0,0.0
54502,uang tetap lah uang,0,0.0
54503,absolut cinema 🖐😬🖐,0,0.0
54505,mahkota mu ketinggalan king 👑,0,0.0
54506,mahkota 👑 tidak cocok di saya tapi mahkota cocoknya hanya untuk yg berkuasa,0,0.0
54507,absolut sinema,0,0.0
54508,absolute cinema ✋😎🤚,0,0.0
54509,sigma abiez,0,0.0
54510,respect btw dia yg ngejar ngejar koh yohan,0,0.0
54511,mang eakk,0,0.0
54512,gimana jadi di tf 🗿,0,0.0
54513,g jirr,0,0.0
54514,ngikutin siapa bg,0,0.0
54515,kalo spider style kesukaan uen,0,0.0
54516,tapi gua butuh uang,0,0.0
54517,giliran yang cantik no style coba yg jlek,0,0.0
54518,sejauh ini ini yg paling kerenn 🤩,0,0.0
54519,itu suruhan bukan demi uang,0,0.0
54520,kasih dia 2m,0,0.0
54521,pasti karna uang nya dkit yang mau dikasih😂,0,0.0
54522,kalo tukar duit jdi iphone mau la dia😁,0,0.0
54523,tpi klo di tf mau kan🥰🥰🥰,0,0.0
54524,pasti lu liat di komenan org🗿,0,0.0
54525,sen aidi server,0,0.0
54526,aku dimana,0,0.0
54527,dia yang suruh,0,0.0
54528,top komen lu bg,0,0.0
54529,hormat king😳,0,0.0
54530,maaf gak sakit😳,0,0.0
54531,karna dia cantik sungkem pahlawan 😹🤓,0,0.0
54533,tpi ini soal duit,0,0.0
54535,wah wah sungguh menawan yeh🤣,0,0.0
54536,kelaz king,0,0.0
54537,ciee gaya lu cil,0,0.0
54538,mending demi uang dari pada demi dia yg tidak ada perasaan ke kamu,0,0.0
54539,tapi kalo 1 jt gas🗿,0,0.0
54540,cari nama lu,0,0.0
54541,@bababoi mahal king,0,0.0
54542,lebih baik ketemu ronaldo,0,0.0
54543,slamat anda di tf,0,0.0
54544,mahkota mu king🩲,0,0.0
54545,@yohansture liat ni,0,0.0
54546,lah iya ya lupa,0,0.0
54547,@raihan ani ani lagi promosi😹😹,0,0.0
54549,panen pahala jirr,0,0.0
54550,belum anj,0,0.0
54551,respect yohan gk mandang fisik🥱,0,0.0
54552,maaf kak🙏🏻,0,0.0
54553,bjirrr langsung klarifikasi🗿🗿🗿🗿,0,0.0
54554,ngkak mnt mff😭,0,0.0
54555,sorry gak sakit soalnya ga relate 🗿,0,0.0
54556,iyalah ga relate org blm ninggalin yohan😏,0,0.0
54557,gw ss niii tinggal nunggu waktu aja😂,0,0.0
54558,pura pura doang ya kak,0,0.0
54559,selamat kamu dpt 100k dri vt kamu sendiri 🗿🗿🗿,0,0.0
54561,gmna mau ngehujat orng kk nya cantik kaya punya cowo ganteng gtu😩😩,0,0.0
54562,kamu kalo setiap bikin vt bisa ngk sih ngak tebar pesona kitu kan liatnya lucu 😡,0,0.0
54563,kamu tuhh cantikk uen🥰🥰🥰 lsakit gkk gombaaal aku,0,0.0
54564,ketrigger berarti sakit 🗿,0,0.0
54565,yatim piatu sakit gak 😁,0,0.0
54566,krim id server,0,0.0
54567,kelas king 🔥🔥🔥🔥🔥🔥🔥🔥🔥,0,0.0
54568,mantap ss bg🔥,0,0.0
54569,biar apa lu begitu biar rame,0,0.0
54570,percuma cantik tapi kemana mana harus sama yohan 😹,0,0.0
54571,yah ga punya burung,0,0.0
54572,gak bisa hujat soalnya terlalu power pulll i nowww,0,0.0
54573,belum diatas soalny,0,0.0
54574,kalo dibalas berarti sakit tuh tapi denial🗿,0,0.0
54575,padahal itu sakit dan fakta tapi gamau tf karna takut ketauan itu fakta,0,0.0
54576,ga ada kata yng nyakitin gini da gua mah soft spoken abizz,0,0.0
54577,tp ngena kan makanya lu bales 🤣,0,0.0
54578,ga relate kan udh mati rasa,0,0.0
54579,gak relate tapi dibaless😆,0,0.0
54580,1 kata locu,0,0.0
54581,justru ketika kau balas itulah yang menyakitkan,0,0.0
54582,ga bakal bang dia klo ga dr yohan duit dr mana coba🗿🗿,0,0.0
54583,panas 🔥,0,0.0
54584,layy udah layy😭,0,0.0
54585,udh bg jan kelewatan,0,0.0
54586,bang udah bang 😭😭,0,0.0
54587,the man still cooking🔥😭,0,0.0
54588,ahahah dobel dobel anjir😂😂😂,0,0.0
54589,buset 😂,0,0.0
54590,white knight datangg,0,0.0
54591,iya dh sipaling pintar😏,0,0.0
54592,gak pintar tapi aku memahami bang😂,0,0.0
54593,liat caption nya bg,0,0.0
54594,plss plsss😭😭😭,0,0.0
54595,mirip petinju kelas berat ☺️,0,0.0
54596,aduhh sakit banget ini coo😂,0,0.0
54597,mahal bro,0,0.0
54598,kan dia yang nyuruh🗿,0,0.0
54599,orang disuruh gwen lawak ni bocah,0,0.0
54601,eh guen,0,0.0
54602,malu banget tuh🗿,0,0.0
54603,iri hati,0,0.0
54604,lu napa 🗿,0,0.0
54605,dia mah emg dendam beneran bg bukan acting🗿,0,0.0
54606,gwen 7 menit kos kosan viral,0,0.0
54607,bukan nyakitin malah ngakak,0,0.0
54608,@yohansture lihat bg🗿,0,0.0
54609,kak becanda pls,0,0.0
54610,jir jangan gitu co info link😁,0,0.0
54611,ngehina cwe demi uang not my style 🤪,0,0.0
54612,@pinz nocure🇨🇵🐊 ngehina cwe demi uang not my style 🤪,0,0.0
54613,@yuan s mp—ㅤ🪳 @pinz nocure🇨🇵🐊 ngehina cwe demi uang not my style 🤪,0,0.0
54615,@zian @yuan s mp—ㅤ🪳 @pinz nocure🇨🇵🐊 ngehina cwe demi uang not my style 🤪,0,0.0
54616,@ig faturyinata @zian @yuan s mp—ㅤ🪳 @pinz nocure🇨🇵🐊 ngehina cwe demi uang not my style 🤪,0,0.0
54617,@sutepin2 @ig faturyinata @zian @yuan s mp—ㅤ🪳 @pinz nocure🇨🇵🐊 ngehina cwe demi uang not my style 🤪,0,0.0
54618,@zan @sutepin2 @ig faturyinata @zian @yuan s mp—ㅤ🪳 @pinz nocure🇨🇵🐊 ngehina cwe demi uang not my style 🤪,0,0.0
54620,@koritam hytam😹👶 @pinz nocure🇨🇵🐊 ngehina cwe demi uang not my style 🤪,0,0.0
54621,@om nandaaaa😩 @zan @sutepin2 @ig faturyinata @zian @yuan s mp—ㅤ🪳 @pinz nocure🇨🇵🐊 ngehina cwe demi uang not my style 🤪,0,0.0
54622,pahlawan sudah tiba😹😹😹,0,0.0
54624,not my style🤭,0,0.0
54626,pahlawan kemalaman🤭,0,0.0
54629,@harsyaonsaturn🪐 @om nandaaaa😩 @zan @sutepin2 @ig faturyinata @zian @yuan s mp—ㅤ🪳 @pinz nocure🇨🇵🐊 ngehina cwe demi uang not my style 🤪,0,0.0
54630,copy komen org😹,0,0.0
54631,dia nge challenge bro,0,0.0
54633,mahaooo pinz🥵,0,0.0
54637,keren bnget gila😂,0,0.0
54638,masi jaman main pahlawan pahlawan,0,0.0
54639,omaagadd pahlawan😹,0,0.0
54640,not mae stel😹😹,0,0.0
54641,not mai stail🤭,0,0.0
54642,aduh takut ad pahlawan 🤓,0,0.0
54643,not may stail,0,0.0
54644,bjirr keren bet gue😂,0,0.0
54645,style “🤪”,0,0.0
54646,not my style😹,0,0.0
54647,not mi stil,0,0.0
54649,lh emang nya napa kenal kagak dia ama gw,0,0.0
54652,@ꮓꪋnシ gua udah imo lol😹😹,0,0.0
54653,@ꮓꪋnシ @pinz nocure🇨🇵🐊 gua bocil epep suke ngendok🤪🗿,0,0.0
54655,kita butuh uang bukan butuh kasihan😹😹😹,0,0.0
54656,niatnya mau savage mlh diledek netizen aowkwok,0,0.0
54657,gpp yg penting mereka seneng🤪,0,0.0
54658,gipipi ying pinting miriki sining🤪,0,0.0
54659,wah anjir kelaz banget brok😈,0,0.0
54660,pns 😹,0,0.0
54661,pns apa panas wir😂,0,0.0
54662,bro ingin mendapatkan kata kelazzz,0,0.0
54663,daur ulang🗿,0,0.0
54677,si nocure kenapa😂😂😂,0,0.0
54682,@pinz nocure🇨🇵🐊 ngehina cwe demi uang not my style 🤪 @pinz nocure🇨🇵🐊 ngehina cwe demi uang not my style 🤪@pinz nocure🇨🇵🐊 ngehina cwe demi uang not my style 🤪,0,0.0
54684,ini ko ga ditambang pakdee,0,0.0
54697,pahlawak datang🤭,0,0.0
54698,ga nanya😹,0,0.0
54701,mau komen takut disalin😹,0,0.0
54702,@parell mau komen takut disalin😹,0,0.0
54703,@iyaa @parell mau komen takut disalin😹,0,0.0
54704,@hamz @iyaa @parell mau komen takut disalin😹,0,0.0
54705,@arbyano ☄️ @hamz @iyaa @parell mau komen takut disalin😹,0,0.0
54706,@suprianto @arbyano ☄️ @hamz @iyaa @parell mau komen takut disalin😹,0,0.0
54707,@b forr bintang⭐ @suprianto @arbyano ☄️ @hamz @iyaa @parell mau komen takut disalin😹,0,0.0
54708,@vinn @b forr bintang⭐ @suprianto @arbyano ☄️ @hamz @iyaa @parell mau komen takut disalin😹,0,0.0
54710,@drexzz @vinn @b forr bintang⭐ @suprianto @arbyano ☄️ @hamz @iyaa @parell mau komen takut disalin😹,0,0.0
54711,nama kita sama pp kita sama😃,0,0.0
54713,@acb brzzz @vinn @b forr bintang⭐ @suprianto @arbyano ☄️ @hamz @iyaa @parell mau komen takut disalin😹,0,0.0
54714,@idrp @acb brzzz @vinn @b forr bintang⭐ @suprianto @arbyano ☄️ @hamz @iyaa @parell mau komen takut disalin😹,0,0.0
54715,@natan nael @idrp @acb brzzz @vinn @b forr bintang⭐ @suprianto @arbyano ☄️ @hamz @iyaa @parell mau komen takut disalin😹,0,0.0
54716,@victor x 豚 @natan nael @idrp @acb brzzz @vinn @b forr bintang⭐ @suprianto @arbyano ☄️ @hamz @iyaa @parell mau komen takut disalin😹,0,0.0
54719,@xroco🌀 @natan nael @idrp @acb brzzz @vinn @b forr bintang⭐ @suprianto @arbyano ☄️ @hamz @iyaa @parell mau komen takut disalin😹,0,0.0
54720,@yanamu1yana @xroco🌀 @natan nael @idrp @acb brzzz @vinn @b forr bintang⭐ @suprianto @arbyano ☄️ @hamz @iyaa @parell mau komen takut disalin😹,0,0.0
54723,taeil taeil ini mh,0,0.0
54724,becanda doang kakk🙏,0,0.0
54725,gak di hina aja udah hina,0,0.0
54727,@perky tanpa dihina pun sudah hina,0,0.0
54729,hujat bukan pelecehan,0,0.0
54730,sama aja woi lah😐,0,0.0
54731,sama 😐,0,0.0
54732,lah napa itu kota gua,0,0.0
54733,santai jok🗿,0,0.0
54734,di sapa gwen gw putusin yohan,0,0.0
54735,@d h a di sapa gwen gw putusin yohan,0,0.0
54737,anjayyy di balesss dongsss🗿,0,0.0
54738,coba tf dulu kak uen takut penipuan soalnya lagi banyak kasus korupsi🙏🗿,0,0.0
54739,jadi gini kak menurut saya ini menurut saya lho gak tau kalo menurut orang lain karena orng lain tidak sama dengan saya jadi ini menurut saya aja bukan menurut orang lain karena ini asli dari pemikiran saya aja ya jadi pemikiran saya tidak sama dengan pemikiran orang lain kalo pemikiran saya sama dengan orang lain berarti orang lain berfikir sama dengan saya ya kan jadi ya gitu lah bahwa fikiran saya tidak sama dengan orng lain apa yang orang lain fikirkan belum tentu sama dengan saya jangan di samakan ya saya berfikir begini belum tentu sama dengan orang lain ya iyalah ini kan menurut saya bukan menurut orang lain harus di garis bawahi bahwa ini cuma pemikiran saya sendiri karena menurut saya tidak ada yang perlu saya sampaikan jadi menurut saya saya akhiri pembahasan ini itu aja si menurut saya,0,0.0
54740,km diyem,0,0.0
54741,hujat orang sorry not my style 🙏🏻🙏🏻,0,0.0
54742,not mai stel😹😹,0,0.0
54743,@lanang aja hujat orang sorry not my style 🙏🏻🙏🏻,0,0.0
54744,@ηαтsuℓyy @lanang aja hujat orang sorry not my style 🙏🏻🙏🏻,0,0.0
54745,@reyhan @@kyzen id @ηαтsuℓyy @lanang aja hujat orang sorry not my style 🙏🏻🙏🏻,0,0.0
54746,@ipanosaurus @reyhan @@kyzen id @ηαтsuℓyy @lanang aja hujat orang sorry not my style 🙏🏻🙏🏻,0,0.0
54748,@アフカルズ🪐 @lanang aja hujat orang sorry not my style 🙏🏻🙏🏻,0,0.0
54751,bisa bisanya yohan mau sama cwe pick me gini padahal masih ada cwe normal trus karirnya juga bagus 😹,0,0.0
54752,demi 100k akan ku lakukan 🔥,0,0.0
54753,gk bisa uen,0,0.0
54754,kak uen bagusnya rambut pendek😁,0,0.0
54755,emg lebih bgsan rambut pendek kak,0,0.0
54756,dia t pemenang nya,0,0.0
54757,gk bagusan panjang🗿,0,0.0
54758,bagi gocap,0,0.0
54759,aura penghibur nya kuat bet😹,0,0.0
54760,kak ga tega🙂,0,0.0
54762,fungsi musang di atas 😹,0,0.0
54763,wkwkw candaa😁,0,0.0
54764,bapalu gunanya apa,0,0.0
54765,player ml ini pasti,0,0.0
54766,ini mah bukn hujat jir mnding jgn bawak” kluarga wkwk,0,0.0
54767,ini real menghujat,0,0.0
54768,smooting dlu rambut lo noh,0,0.0
54770,el klarif wkwk,0,0.0
54771,di kasih emoji 😹 udah sakit,0,0.0
54772,@mhenxyz @geaasoftspoken di kasih emoji 😹 udah sakit,0,0.0
54773,@kelly imuttt🐣 @mhenxyz @geaasoftspoken di kasih emoji 😹 udah sakit,0,0.0
54774,maaf jari ku g bisa gwen kamu terlalu sempurna🤭,0,0.0
54775,gx tega langsung tf aja kak🙏,0,0.0
54776,█░░ █▀█ █▄░█ ▀█▀ █▀▀ █▄▄ █▄█ █░▀█ ░█░ ██▄ 🗿,0,0.0
54777,maaf kak 🗿,0,0.0
54778,fyp pas orangnya gaada,0,0.0
54779,kaya punya duit aj,0,0.0
54780,gpp kak dia cantik,0,0.0
54781,becanda doang plis,0,0.0
54782,i know komen pertama itu yg jujur bang tpi gapapa orang dia yg nyuruh juga,0,0.0
54783,tf dulu kak tkut penipuan 🙏🏻🙏🏻,0,0.0
54784,fyp pas orang nya gk ada😞,0,0.0
54785,kamma koa mak tadek,0,0.0
54786,jangan bawa bawa mti dong,0,0.0
54787,masih lama,0,0.0
54788,udh lewat bro🗿,0,0.0
54789,hujat aduh bisa ga ya coba ya kak gwen al baqarah ayat 18 deh kak maaf sekali lagi kalo ini nyakitin kan kak gwen sendiri yang minta ☺️,0,0.0
54790,kak maaf😭😭,0,0.0
54791,haha blm ap ap udh minta maaf😭,0,0.0
54792,blm anj,0,0.0
54793,maaf yh lagi butuh 100k buat bukber pls,0,0.0
54794,langsung klarifikasi 😂,0,0.0
54795,ini terlalu imut untuk dihujat,0,0.0
54796,@aryaa @maulana alfarisi39 @poizystore id murah cepat,0,0.0
54798,waduh maaf kak,0,0.0
54800,ga ah lagi puasa soalnya,0,0.0
54801,komenan gw dihapus relate eaaa😜,0,0.0
54802,ga ada yang hapus hapus 🗿,0,0.0
54803,oh ini istrinya taeil,0,0.0
