Komentar,Label,Label_Validator
cek dm kak,0,0.0
@alex ini kawan saya kak,0,0.0
untung udah pensiun bang,0,0.0
@j͓̽o͓̽y͓̽a͓̽ yaopo iki yess,0,0.0
motivasi rahul,0,0.0
getno hull,0,0.0
@—maulana nii kak,0,0.0
@aaaldosukangebis😁 @4444 pilih aja kak,0,0.0
saya disini @dava anggara,0,0.0
@alter ego @ndraa @tratzy wek kae diluru,0,0.0
@cupiw14 ini kak org nya,0,0.0
@arull ini kak,0,0.0
@acell rill,0,0.0
@tinutuanpanas epl laliga seriea eredivisie bundesliga🗿,0,0.0
liga antar berantah🙏,0,0.0
@bimehehee terpanggil,0,0.0
dah tobat,0,0.0
@ragilefendi ini dia orgg ny minn,0,0.0
@uknown ini kak orangnya,0,0.0
@n ini kak,0,0.0
@b bos,0,0.0
@alexxx majuuu,0,0.0
@abce wayahe smean tamvil ndan🙏,0,0.0
bawok ta,0,0.0
@tur ni ka orang nya,0,0.0
majuuuu @wionat @sogloo,0,0.0
pesona admin,0,0.0
@linggasa rejeki mne tah,0,0.0
hoream any,0,0.0
wi wiiii@rvmarsss @denis,0,0.0
mari abs over under akg,0,0.0
kayanya masnya salah tag deh,0,0.0
@valll nih kak,0,0.0
@ardiann mau di spil yang berapa partai sindi,0,0.0
infokan match,0,0.0
@cilleng ini kawan ku tiap pagi ke dubai sarapan😂😂,0,0.0
@safi i ini kak orang nya🙏,0,0.0
@kaka iki loh mbk,0,0.0
maju @dy12,0,0.0
@𝟵𝟭𝟭𝗔𝗿𝘅𝘆𝗮𝗱🚨 monggo kak iki bocahe🗿,0,0.0
@anak baik ini dia orangny mbk😭😭😭,0,0.0
@yogsss⚡️@efendisqilers ini dia kk,0,0.0
ini dia kak @ioncareboutnun @,0,0.0
@i miss you 👥 🤣,0,0.0
@aliaf 23 ini kak pas banget,0,0.0
@ibnu affan dia kak,0,0.0
@inuarashi1 @adam faizal,0,0.0
angkat jadi muridmu,0,0.0
syedih bgtt🥲,0,0.0
@fuckjaisgod ni kak,0,0.0
nih jagonya @bayyuu,0,0.0
@fahreza alfatta keknya kalo yg iki 200k juga cukup cay,0,0.0
bentar kak tag temen saya @elk @⩜⃝,0,0.0
@its we@r @akhbarrivaldi10gm idaman ga ngene iki jiii,0,0.0
lgsg aja @alham,0,0.0
cuma mines di gondrong caparuni ka @aldi,0,0.0
@whosdanns ini mbak,0,0.0
@dikgaaa ni ka orgnya,0,0.0
@pg soft🗿,0,0.0
💘💘💘 @bareoo @40 4 @jbaeee @sugab @yteam absolut 🤷🏻,0,0.0
@prasta @ᴛʜɪɴᴋʏ ᴡʜɪɴᴋʏ @inisial r,0,0.0
@u majinasi @r @g00d•b0y nizar maju,0,0.0
@fangkyadu @panggilan mendesak @olanglama🫦 info bg🔥,0,0.0
@rustam @andikaa @cak woo @cakfik @rozaq vans,0,0.0
@heyydin @br1nz jagoanku,0,0.0
@penjahat ini kak g pernah fulll w,0,0.0
@alifirhamf nih tmn saya jago banget kak kalo soal parlay,0,0.0
@prayogaa a,0,0.0
@aliff ak,0,0.0
@fachmiwijaya6 ini kak orangya,0,0.0
@ajifahrezi01 lah kitaa banget ini bos😂,0,0.0
@ikhsan albana ini,0,0.0
@doods link,0,0.0
@ssilvers knights🤺 bung kau dipanggil bung,0,0.0
@shofiyan fanany izin aku maju yaaa🥺,0,0.0
@rann nih dia,0,0.0
tar mba tag cees dulu @nov,0,0.0
ni kak temen aku jago parlay photo,0,0.0
pasukan l1 mana suaranya,0,0.0
infoo billl,0,0.0
@totong kers @ @ed,0,0.0
mau maju tapi sadar diri tiap malam l1 mulu,0,0.0
https whatsapp com channel 0029vb06beqadtod8hfjrx1z,0,0.0
ini kak jago nebak petir zeus @ tebehihi,0,0.0
semua terdapat di jiwa teman aku kak @𝕭𝖔𝖘 𝖐𝖎𝖒𝖈𝖎𝖑🔮 @rmndha @dhanipedro @yogialfiannn,0,0.0
@idlyboll cok zen juarae,0,0.0
😬😬 ga liat,0,0.0
psg ditinggal tidurr 🤣,0,0.0
@pacarnya jennie blekping gs😭,0,0.0
wakwuk pesona edeb,0,0.0
korban psg 🤣,0,0.0
lue juga kena iya wkwk,0,0.0
iyee bg wkwk,0,0.0
jangan bilang munchen nanti ngeprank wkwk,0,0.0
@coretankertas @jok @sayur putihh @2 8 @o0o @hans,0,0.0
@b4ng4u ini orang nya kak,0,0.0
yu ngecak,0,0.0
dandi bgt @,0,0.0
@lukman hakim @jakkkkk,0,0.0
cewe kya gini biasa ny di pasang over dapet ny under,0,0.0
gosah ngarep megang 5 tim aja masih l1😞,0,0.0
ini kak orangnya @kentwo @nanti kesana,0,0.0
@cappuchino @ab @jjprtma @capcai090 nee ko beri lah,0,0.0
@fly sikat,0,0.0
cukup mas sudah berenti,0,0.0
@ rekoenggar jatahku yo,0,0.0
ambek lah,0,0.0
si cantik hanya gabut cabut dlu mau kentut🤡🤡,0,0.0
pecah ketawa gw 😭,0,0.0
barusan kentut btw gaada suaranya ni,0,0.0
ngide bgt😭,0,0.0
@𝓝𖹭 ᐟ 😭😭😭,0,0.0
mau apa tadi🥰,0,0.0
hey hey no no ya,0,0.0
hell lnahhhh,0,0.0
hey anda🗿🗿,0,0.0
astaga viaaaaaaaaaaaaaaa😭,0,0.0
tiru tiru komen atas,0,0.0
niru apaan bro,0,0.0
@zrilcxx harusnya lo cabut karna gua mau kentut 😹😹,0,0.0
ya maaf bre gw gtw ad yg dluan komen gt,0,0.0
enjoy aja bree😁,0,0.0
@y c y @prilyy @call me ois @nasipadangjugaenak @dsfyrhmahsna ry,0,0.0
istighfar nak😭,0,0.0
kentutin balik lah,0,0.0
@next lenz,0,0.0
@syrni☘️@iccong lbs°° @24 april🦋 @fisma,0,0.0
si cantik hanya gabut 😭,0,0.0
kata kakak ku dia mau join biar aku tag dia @pbriiwntsn,0,0.0
jangan membadut🗿,0,0.0
halah jump boot🗿,0,0.0
lebih baik asekkkkkkkkk,0,0.0
partyyyyy masehhh,0,0.0
bukan malah kentut,0,0.0
si cantik hanya gabut tapi ultraman yang asli lagi mendangdut🗿,0,0.0
eh eh bagoyang dia💃🏻,0,0.0
tehe real sulawesi🗿,0,0.0
@ig @rizzz sgma 🤭🗿,0,0.0
@≠—who s azzaa֟a୨ৎ @𝐹𝑖𝑘𝑎𝑎𝑧𝑎𝑙𝑖𝑎𝑐ℎ @xyz cacaa 😭😭😭,0,0.0
knpa harus dingingetin😭😭😭,0,0.0
@rakaa rakaa liatt😭😭😭,0,0.0
maksudnya apa ya dek 😏,0,0.0
laki penghibur namanya😁😁😁,0,0.0
ini yang dimaksud @rasyajudge 😭,0,0.0
@dini แต่แรก😔,0,0.0
@asel✨ tuh dengerin🥺,0,0.0
orang mana ngana kta mo tnya,0,0.0
najong ihhh😭😭😭😭,0,0.0
@່ ‍ ‍‍ ‍ ‍ 😭😭😭,0,0.0
ultraman kok nangis🙂,0,0.0
@່ ᅠ 😭😭😭😭,0,0.0
@refa lindaa kmu yang nyakitin dia 😭😭,0,0.0
@chi hobahhhh💃💃💃💃,0,0.0
@rifa🌷✨ @aisah cantika6 @store safa anjimm,0,0.0
wkwkwk 😭😭,0,0.0
@gii km gpp 😭,0,0.0
@jahraaa🧏🏼‍♀️🩷 tau ahh cape guee😭,0,0.0
ultraman kok nangis 😭😭😭😭,0,0.0
@n join dir lu suka kan joget,0,0.0
@hipiii🤺 veloctyyy ne kari 😔,0,0.0
@nurrr yoiii😭😭,0,0.0
@hann @pinkeucsttle 🍥🩰 @𓆉𓆝𓇼𓆟 𖦹°‧𓆝𓆡𓆜 @vippwsyhc @delsa🌀 @miii£ @aullyaa18138 😭😭😭😭🗿,0,0.0
plsss 😭😭,0,0.0
toleransi bro gua islam,0,0.0
attidude iq ortu,0,0.0
@ ᪲᪲᪲𝒎𝒆𝒊𝒔𝒚𝒂𝒂⋆˚࿔ 😭,0,0.0
anjir lh😭😭😭😭,0,0.0
@i ts liaa @karin,0,0.0
eh geol² cuyy,0,0.0
@haiiii @lin🧚‍♀️ @chaa ƈαɳʂ,0,0.0
@mutyaa˗ˋˏ 𝑄 ˎˊ˗🗿,0,0.0
@angelstfu ror @ᯓst4rzuell 𝐅𝐆 @noéther naell’3z 😭,0,0.0
@📸 @★ @🆕 @xyz amira1,0,0.0
@decii vinsmoke @ @raaaaaaaaaaawwwwwwwwwwwwwrrrrr 😂,0,0.0
@martabak coklat kejuu 😭😭,0,0.0
@khalzn 𖹭 ᐟ @ness🎸,0,0.0
@نااااايلا @m @ nii @who,0,0.0
@ry suka yapping😹🤭,0,0.0
@w for winda 😭😭,0,0.0
@rᥲ𝖿𝖿ᥲ 🔥🫦 @‧₊˚ ∘˙🤿𝐦𝐢𝐧𝐞🗻𓂃ෆ˚‧₊˚∘˙ @⋆ 𐙚 ˚ell jaehyuk gf˚٭🎨 @조 𝘆𝘂𝗿𝗶 🪐💫 @🤍,0,0.0
eh eh bagoyangg diaa,0,0.0
lah aku gak nangis kok☺️,0,0.0
@𐙚 @sylaww ga ikutan joget 🙁🥺,0,0.0
kamu aja🤭🤭,0,0.0
ga dulu😘😘,0,0.0
@latte 02 @🦢 lailahailallah,0,0.0
astaghfirullah 😭,0,0.0
@𝐍𝐚𝐚 s̤̮y̤̮a̤̮f̤̮a̤̮ @airaaa @aull🪩 @❥ 𝐋𝐢𝐚♡ 🦸‍♂️🦸‍♀️🦸😭😭😭,0,0.0
ka pp mu bikin dejavu🥹,0,0.0
iya ihh pernah couple sm tmn cowok tapi skrng asingg☹️🥹,0,0.0
ultraman ko nga gitek,0,0.0
dia kenapa 😭😭😭😭,0,0.0
jujur lu cape kan bro banyak yg like komen lu🥰,0,0.0
@阿基拉 @⚊ 𝓡𝓪𝓪𐙚🫧 lailahailallah 😭😭,0,0.0
@xstro @naaa🐳 @liyaay🅰️ masyaallahhhh,0,0.0
@່ ‍ ‍‍ ‍ ‍ @uncndntly @taa🐻 astaghfirullah,0,0.0
@rindu gm lgi galau liat ini langsung ketawa 🗿🗿😭😭,0,0.0
@ilvyu satoru ‹𝟹 @xyŕaaª anjirrr😭😭,0,0.0
@sipa @tf renzzell🇨🇳 😭,0,0.0
@azkaaida aj😭,0,0.0
@‍່ ‍ ‍‍ ‍ ‍ ‍ ‍ 😍🥰😘🤗,0,0.0
eh ketemu kita🗿,0,0.0
gaboleh gtu heh 😭😭😭,0,0.0
@cahyaa @dni anj org pada kenapa,0,0.0
@karin yallah laillahaillallah 😭,0,0.0
@rrraisyaaa @ellpuyy 👾🦖 @★★★★ @jahh kmu gppa @dillahajaa🦋🌟 @zaraa🕷️ @amelll🦋 😭😭😭,0,0.0
@🏳️ a n j😭😭,0,0.0
@່ ‍ ‍‍ ‍ ‍ 😭,0,0.0
@emelll 04 @suci🆙😻 @alyasyafra @bg 13 oi @s4tvrneiz 😭😭😭,0,0.0
@💅editor💃🏿 jaxpena👑💕 @faaaa @🙅🏻🤟🏻 gk kuatt pliss😭😭,0,0.0
ea ea,0,0.0
ehhh ehhh iyaa🗿🗿🗿🗿,0,0.0
@່ ‍ ‍‍ ‍ ‍ @z 😭😭😭,0,0.0
@renata rak pecah ketawa aku rak😭😭😭,0,0.0
@ayaa 💭 😭kd snggup,0,0.0
komentar paling bikin ngakak 🤣,0,0.0
@mutiii 🧜‍♀️ @🫀tita💐 😭😭,0,0.0
@ʚ ellll🐰ɞ @✨✨ hiiya bagoyang dia😭😭😭,0,0.0
@27 september 😭😭😭,0,0.0
eh eh eh eh eh bang jono💃💃,0,0.0
lohh kok pernar dengar,0,0.0
@icuttt @س @nadia 𐙚 🤣,0,0.0
@ayu r kuat mndng bojo mu nangis🤭,0,0.0
@skyllyne 3 😭😭😭😭😭😭😭,0,0.0
@lynn ๑ aishh,0,0.0
orang gorontalo e,0,0.0
@enejotajr kenapa di tinggalin,0,0.0
@roronoa🌹 😭 yallah ngakak ak liat nyaa😭😭,0,0.0
harusnya lo cabut karna gua mau kentut 😹😹,0,0.0
angjayy banjirr notiipp🤭,0,0.0
cabut 😓😨😪🐒,0,0.0
ketemu lagi🗿,0,0.0
oh yah ktm dimana🗿,0,0.0
masa harus kentut sih🤭,0,0.0
adain fitur repost komen pliss😭😭,0,0.0
nanggu kak adain fitur vn aja,0,0.0
mata ne😭,0,0.0
@6️⃣ @auliya gakuatt😭😭😭,0,0.0
😭😭pulang lu,0,0.0
malah nge tag bjo najib 😭,0,0.0
gapapa 😭,0,0.0
@𝖗𝖎𝖘𝖙𝖆𝖆𝖆🪐 @alone💨 @ᝰ ᐟ woiii lah😭😭,0,0.0
anying 😭,0,0.0
@dilaaa @ 3 woi,0,0.0
jokes kaum sebelah ini maah,0,0.0
pp kita samaan🗿,0,0.0
@hi areum😭😭😭😭😭😭😭😭😭😭😭😭,0,0.0
@rahma @hoodieabuabu 🤣🤣🤣🤣🤣🤣 besttt cokkk,0,0.0
itu mah,0,0.0
@ch jelaskaann ini apaaaa,0,0.0
mks bng 🗿😭 gw lg skit loh ini ktawa gr notif lu,0,0.0
iy bg smngattt😁,0,0.0
@chabit gakuat banget pliss sumpah 😭😭,0,0.0
aowkwowkwok anejn,0,0.0
ngapain cabut kita kentut aja sama sama,0,0.0
@☆ell☆ si cantik hanya gabut pecah banget 😭😭😭,0,0.0
@iki lo cae 😭😭😭😭😭😭,0,0.0
@taesan lover taker @charissa 😭,0,0.0
anj 😭,0,0.0
@jaehyun and jihoon s wife kasi aba aba kalo mau kentut🥱😹,0,0.0
ngakak gua anj😭😭😭,0,0.0
gakuat bgt😭,0,0.0
@cil in 😭,0,0.0
@juju @bobawrry🍓 ngakak kenceng😭😭😭,0,0.0
njirrr wkwkwk😭😭😭😭,0,0.0
@dinda mksudnya apa😭,0,0.0
@♡🧸gttwul komennya,0,0.0
@ᴺᵃᵘʳᵃ ᶻ z 𐰁 eh eh bagoyang dia💃🏻😭,0,0.0
ambigu ini 🤣,0,0.0
berani kentut berani berak🗿,0,0.0
plis ngakak banget😭😭😭😭,0,0.0
bener lagi🗿🗿,0,0.0
kebelet berak,0,0.0
😭😭😭 @hevand @ibliz baik ⁷⁰,0,0.0
@ @ @satrunusz 😹😹mau kwntut,0,0.0
alamakk bagoyang diaa,0,0.0
ultramen eaakkkk🗿,0,0.0
@fizzstr v @mita 🗿,0,0.0
aku sad 🥺,0,0.0
joget in aja dulu,0,0.0
@zrilcxx harusnya lo cabut karna gua mau kentut 😹😹,0,0.0
@lovely kilàaa🫧☄️ ktnyaa km ultramennnn,0,0.0
@ᴿᴸx・waa 愛 @jiw aja😘💅 @whos aa sss,0,0.0
halekk aaa😭,0,0.0
@⋆ 𐙚 dndaa 딘다 @vlind🅰️aaaa @피크🫧🌀 @11 @nanayyy2811 @linrass,0,0.0
@𖢷 ۪ ࣪ ﹙☆﹚ ࣪ ִ💿💤,0,0.0
ultramen kok sad,0,0.0
ultramen joget 🗿,0,0.0
ultraman apa salah gw joget,0,0.0
ultraman kok nangis,0,0.0
harusnya lo cabut,0,0.0
sicantik hanya gabut,0,0.0
jangan membadut,0,0.0
sedangkan para ultamannn 🕺🏻🕺🏻,0,0.0
dung dung tak dung dung tak 💃,0,0.0
lucu banget loh rek 🤓,0,0.0
kok baju dinas yg ketemu🗿,0,0.0
eh bagoyang dia,0,0.0
bagoyang di mulut baputar di lidaaa,0,0.0
bagoyang di mulut bergetar di m3m3k,0,0.0
repost 🤭,0,0.0
@𝓢𝓼𝓲𝓹🐈‍⬛ @🧜🏻‍♀️𝓒ipaa💤 temenin joget🙆🏻‍♀️🙆🏻‍♀️,0,0.0
engga ah harga diriku udh turun nnti klo ikut tambah turun ini harga dirikuu 😔,0,0.0
@₊˚ ⋅puyy ₊˚ @lyy lady @bkhlla🪸 pgn jogett kaya gini☺,0,0.0
@tiaa😵‍💫🤍 ngakak bgtt hampir semua komen begini 😭,0,0.0
@rama dan1s 😭😭🙏,0,0.0
@whos ccy,0,0.0
@n for niniiii 😻😻,0,0.0
ultraman kedut2,0,0.0
@ℑ𝔱 𝔰 𝔪𝔢𝔢𝔢𝔢𝔢𝔢𝔢 ultraman udh ganti profesi rupanya,0,0.0
rill ultramen membadut,0,0.0
ra ngatasi,0,0.0
eh tangan nya knp tu,0,0.0
@𓆝 𓆟 𓆞 @paras,0,0.0
@jasminee @justhuman @kyetek @wonwonieee @ @vanezasilka @sadirsciee @nessa s,0,0.0
@liviá ʚɞ @adek kecik 🎱,0,0.0
gwh yg nangis tba ketawa anjirr 😭,0,0.0
stresss kau san😭😭😭,0,0.0
defensif gk jadi nangis🗿😭,0,0.0
au ah 😭,0,0.0
cape ak sma konsep nya 😭,0,0.0
hidup lagi cape cape nya malah liat ultraman 😭,0,0.0
yappp begitu lh 😭,0,0.0
gais kalian komen ya jadi mode terang ga padahal lagi mode gelap,0,0.0
woilah kukira aku doang pliss ini gmna cara balikinnya sakit mata gw liat nya komen mode terang 😔😔😔,0,0.0
mode terang,0,0.0
titik 3 pengaturan dan privasi tampilkan trs milih mode gelapp,0,0.0
aku sempet gt ka tp skrg udh balik,0,0.0
gimana cara balikin nya pls,0,0.0
nnt balik sendiri kak tp lama bgt baliknya huhu,0,0.0
berjam jam atau smpe berhari hari soalny udh kebiasa mode gelapp 😭,0,0.0
bahkan sampe berbulan bulan ka 💔💔💔💔💔,0,0.0
hahh ka yang bener aja💔💔,0,0.0
sama cuy,0,0.0
samaa plss,0,0.0
iyya anjrr💔💔,0,0.0
mode terang🤭,0,0.0
ih ko bisa ko gua mlh mode stecu stecu sih,0,0.0
iyaa woyy kirain ak doang,0,0.0
pindahin dulu ke mode terang beberapa hari kaa ntar pindahin lagii aku juga gitu 😭,0,0.0
gw iy,0,0.0
mode terang 🗿,0,0.0
aku nemun komen mu di atas tadi 🗿,0,0.0
gw engga🤭,0,0.0
iya please tutor biar jdi gelap lgi,0,0.0
ntar balik lagi kaa aku juga gitu😭,0,0.0
aku kebalikannya,0,0.0
eh iya baru ngeh lagi 😭,0,0.0
iya kan aku udh panik udah otak atik pengaturan tiktoknya ihhh,0,0.0
eh eh menangis dia🥰,0,0.0
bgi like din☺️,0,0.0
sering² komentar ajaa🤭,0,0.0
notif aman,0,0.0
jebolll parahhhh🥰,0,0.0
@🧚🏻‍♀ @evaa @rempah krebipeti @✿ 😭😭😭😭😭😭😭😭,0,0.0
@anjay andin ngakak bngt,0,0.0
kelas kingg🥳🥳,0,0.0
@nadwwwwv @ b 😭😭😭,0,0.0
eh nama kita sama jgn jgn kita 1 genk 😈,0,0.0
@akun gabut🦕😭😭😭,0,0.0
@preety @ᵃʸᵘʳᵃʰ @ nn🅰️yaa🍊 @zill😭😭😭,0,0.0
akhh banyakk batt yangg likee komennnn😭😭😭😭,0,0.0
ciee top komen🤭,0,0.0
@كمليا @m for mpitt @nannnaa 😭😭🗿🗿,0,0.0
@ @grezill @eh meyy 😭😭,0,0.0
ii kak nama kita samaa dan pp nya jugaa😭🗿,0,0.0
@paijo cabutt broo nanti kaya ultraman ituu begoyang,0,0.0
pp lu anjjj bikin ngakak,0,0.0
kak 😭😭😭,0,0.0
hahaha merinding 🤣🤣,0,0.0
@dep @n🅰️ilaa @🕷 @@auliaaaaaa @hooo💫 @i m @l0u1serr @rararara ni @rahhh @wis halya5,0,0.0
orngg gilaa😭,0,0.0
@⠀ ⠀ ⠀ ⠀ ⠀᠌ @n @💋 😔,0,0.0
eh udh diyam,0,0.0
@— 𝐀𝐳𝐱 𝐃𝐞𝐥 𝐑𝐞𝐲,0,0.0
@yurr l0verss laa @4lwys nnda @【░𝐍𝐨𝐧𝐚 𝐤𝐲𝐨🦢】 @naaaacomell,0,0.0
@s ct germany,0,0.0
@tempat galau 🗿,0,0.0
@kentang goyeng🥔,0,0.0
@fl0wery muzzz🌊,0,0.0
@mizuri zuriiiuu🎸,0,0.0
@⠀ ⠀ ⠀ ⠀᠌ᅠᅠ⠀᠌ᅠ᠌⠀᠌ᅠ,0,0.0
bro колтоі israel ресан😱,0,0.0
is very good,0,0.0
ngetik apaan dah,0,0.0
u ngetik apaan 😹 basic inggris aja gabisa😹 hadeh kocak,0,0.0
katanya sdm tinggi ko ini sdm rendah🥺,0,0.0
baru kali ini gua setuju,0,0.0
yeah bro😱😱,0,0.0
presiden nya jugak,0,0.0
astaghfirullah mantap bng🗿🤭,0,0.0
mantap bang,0,0.0
presiden nya😭😭,0,0.0
wah good good lanjutkan bakat mu anak muda 👍👍🤭😆🙃,0,0.0
mantap bg,0,0.0
ppnya sama jir🗿,0,0.0
lah iya,0,0.0
good boyy😀,0,0.0
yg penting bukan ngatain manusia,0,0.0
ketawa bnget😭😭😭😭,0,0.0
jir lah tiba tiba ad lu,0,0.0
kali ini gw setuju😹,0,0.0
yapssss benar,0,0.0
azekk ultramen,0,0.0
netanyahu lah,0,0.0
absolut cinema,0,0.0
nah kalo ini aku stuju,0,0.0
ini baru gpp,0,0.0
mantab banget bang,0,0.0
its so good🤭,0,0.0
lanjut kan bakat mu nak 🗿,0,0.0
seketika ketawa gw hilang,0,0.0
ini g baru setuju,0,0.0
mantap king,0,0.0
eh eh bentar israel kan cuman nama negara meraka anjir emg mereka punya kon ya,0,0.0
eh eh bentar israel kan cuman nama negara meraka anjir emg mereka punya kon ya,0,0.0
teruskan itu sangat baguss🤭,0,0.0
klo ini sih gw setuju🗿,0,0.0
gw kira,0,0.0
nah bru gw setujuu,0,0.0
sosok asli pp sdm tinggi,0,0.0
baguss ini🥰,0,0.0
pp kita sma broo,0,0.0
kerja bagus 👍,0,0.0
mao amba jir🤭😹,0,0.0
it s good broo,0,0.0
mksd ny gmn,0,0.0
israel cuma nama,0,0.0
mantap tingkat kan bang🥰,0,0.0
orang nya bg bukan negara nya,0,0.0
mantap kalo ini gua setuju,0,0.0
ni baru good,0,0.0
cb sharelock,0,0.0
target like brp😹,0,0.0
kak nilaii💯💯💯,0,0.0
real bro,0,0.0
ℙℙ 𝕤𝕕𝕞 𝕣𝕖𝕟𝕕𝕒𝕙 🤢😹,0,0.0
israel negara cuyy,0,0.0
bang temen aku mau join,0,0.0
@anak orang @°‧🫧⋆ ೃ࿔ ･ @little pretty💐💞 @♡ 🗿🗿,0,0.0
ganti job bg,0,0.0
@upilnya upin ipin,0,0.0
asikin ae lahh,0,0.0
@☆ @𝚙𝚛3𝚝𝚝𝚢 𝚗𝚒𝚜𝚜𝚊 @ichaaa🚀 @𝐪𝐰𝐧𝐧༶♛𝐅𝐢𝐝𝐚✥ @zahhhira suka jibb🤏 @🚀 @always’zaa🥀 @sy✰aa,0,0.0
@•ꪹꪊꪑ ꪉꪖకꫀꪶ @desss24 @liana aj @putriiiiiiiiiiiiiiii,0,0.0
gaaa anjjj😭,0,0.0
@𓆜𓆝𓆞𓆟 @444 a @𐙚𐙚 @leyoj @via @nniiyya,0,0.0
dia yang gabut bukan aku😁,0,0.0
@– jenny imuppp 😭😭,0,0.0
@ aaisyahh @nsyvww🐚 @niiniii @a ira111 @airin @سواروفاہ حانونا,0,0.0
farr mending kamoo ajaa dehh🥰🥰,0,0.0
kamu aja 🥰🥰,0,0.0
mendingg naisyaa ajaa dehh 🥰🥰🥰,0,0.0
buat kamyu saja 😭,0,0.0
@putzz @abigaill alenn,0,0.0
@naa @4youuxybcaa👾 @yourrr l0ver @mia @korizen nay🌷🌷 @vika ja @★echaa★ @balqis★ @𐙚 @jihan ❤ @— aleaa 💥💤 @bunglon🧢🌙 @@ haifaaaa 70612,0,0.0
yang ngetag biasa nya yang paling mau 🤭🤭🤭,0,0.0
ad ku kirim di grup ini 😭,0,0.0
anjj y☺,0,0.0
@ trubel @sen zz tx @kadek,0,0.0
@ig indri 05 @aas @🎀ana🎀 @ ´｀ca ｡ ﾟ @۶ৎmaaa۶ৎ😈 @c @mayyy,0,0.0
@a🪼 @airin @frey🅰️🤍💫 @xyss jezz @zyx lia,0,0.0
@⋆ 𐙚 ˚ʀᴀᴀᴀ⋆˚𝜗𝜚˚⋆,0,0.0
@v a r a💐💐,0,0.0
ultraman lu aja kali nangis,0,0.0
eh bagoyang dia,0,0.0
@jaynggun nga tahannn😆,0,0.0
nama vidio nya apa dah teg gw dah di vidio alex,0,0.0
@—r4m ft jeret gw banget tuhhh,0,0.0
@sunboolming 🧐 @xaviera ☆,0,0.0
ngakak pliss,0,0.0
cape ah😭,0,0.0
si cantik hanya gabut🤪 ultraman goyang dangdut🕺🏻,0,0.0
si cantik hanya gabut 😩😹,0,0.0
si cantik hanya gabut gas goyang dangdut,0,0.0
@kysaine wkjkjjj,0,0.0
ultraman kok nangis si cantik hanya gabut jangan membadut tapi ultraman lain malah mendandut,0,0.0
yang pertama ultraman apa nanya dengan nada lembut,0,0.0
ultraman galau😂,0,0.0
ultramen gagal,0,0.0
biru bgg,0,0.0
harus nya lo cabut gua mau kentut,0,0.0
pecah banget ketawa gw baca komen lu 🗿,0,0.0
dapet bgt jokes nya anj😭 😭,0,0.0
@ 😶‍🌫️,0,0.0
udah gak ada monster di bumi jadi ultraman joget🤣🤣🤣,0,0.0
masih ada para koruptor kack,0,0.0
ultraman mana tahan 🕺🕺🕺,0,0.0
@mery riska🎀,0,0.0
gak kuat tolong😭🙏,0,0.0
ultraman kok nangis 🥺@tora hasibuan😵‍💫,0,0.0
oihhh dahh yg sedih lah itu rasanya baya,0,0.0
eh eh berkata² dia,0,0.0
eh bergoyang dia wak😭,0,0.0
tadi gua ga ikut,0,0.0
yah knp gak ikut😭🗿,0,0.0
ya kasian gak di ajak🤭,0,0.0
lu siapa 🗿,0,0.0
siapa itu ege😭,0,0.0
noh photo,0,0.0
@wersz @pnjhtmu🦋🐾 liat nih🗿,0,0.0
si cantik hanya gabut gas goyang dangdut,0,0.0
plis kagak ada yang bener😭😭,0,0.0
bah bagoyang dia🗿,0,0.0
ultra milk,0,0.0
kaa laillah 😭😭,0,0.0
medeni bim,0,0.0
euuy euyy bagoyang dia euyy,0,0.0
pas di cabut malah kentut🤡,0,0.0
chaplin nyasar,0,0.0
sksks slting aku bg mo jungkir blik ah,0,0.0
bah bagoyang dia🗿,0,0.0
eh eh bisa juga begoyang,0,0.0
lu knp,0,0.0
ikut begoyang kaya ultraman nya asik soalnya,0,0.0
yaudah gua mau kentut🤭🤭,0,0.0
ultraman bukan tuyul,0,0.0
pecah bgt ketawa gue 😭😭,0,0.0
alamak dia nngis🗿,0,0.0
jantung gw kedat kedut😭🥀🥀😭,0,0.0
kedat kedut atau kedat kentut😹,0,0.0
kok ketemu🗿,0,0.0
ketemu lahh🗿🗿,0,0.0
ultraman fitnah fitnah😭,0,0.0
mana ada ultramen kecil 😔🙏,0,0.0
versi lite nya,0,0.0
ada ultraman yang bisa jadi kecil juga contohnya ultraman decker,0,0.0
fb ya,0,0.0
tag si cantik kalian,0,0.0
@@thaiyaszha @ndysx 1,0,0.0
apa ini❓❓❓❓❓,0,0.0
ekhm kiww🤙🏻🤭,0,0.0
@m aqso,0,0.0
@oo orell @enaa😻 @perty lisaa @ nannyd @eniiisukaayaping 🤭💕,0,0.0
@mary🍒 ig @hnym mary,0,0.0
ada yg blm tidur,0,0.0
dah mati semua gak tidur lagi🗿,0,0.0
masi sore,0,0.0
belumm lahh,0,0.0
tapi tangisannya gaboong loh🥺,0,0.0
dia beneran anjir 😌😭,0,0.0
iya 🗿,0,0.0
lu telat cabut😹,0,0.0
oi oi ini apa ini 🗿🗿,0,0.0
bro satu ini ada² saja 😹🗿🗿,0,0.0
jangan telat cabut wak😹,0,0.0
telat cabut eee anu itu 😹🗿🗿,0,0.0
harusnya lo cabut gakuatt😭😭😭,0,0.0
telat cabut wkwk,0,0.0
tim yang telat cabut bilek 🗿🗿,0,0.0
eh eh eh bagoyang diaa😭,0,0.0
ca kesasar ya 😌,0,0.0
