Komentar,Label,Label_Validator
untung tiap hari makan wortel,0,0.0
mbk masih kmu kok cantik banget 😘,0,0.0
bali memang indah,0,0.0
liburan mulu emang blm ada tamu andai aku pembisnis sukses aku bakal minta di temenin kamu satu bulan 150jt sayang nya aku hanya butiran imajinasi 😢,0,0.0
waw besar dan indah sekalii pemandangan lautnya gak nyangka fbyana bisa menyatu dngan alam wlaupun capek tapi enak 😳😂😍,0,0.0
wauw besar sekali gunungnya siapa yg mau naik kegunung nona di ambon maluku boooos,0,0.0
indahnya pulau kembarmu😋😋😋😋,0,0.0
tidak boleh manja lagi tapi payungan,0,0.0
memem na badag,0,0.0
nenen penuh vitamin dan menyehatkan 🤤,0,0.0
datang di sumba juga kk keren,0,0.0
bali mmeng eksotis pmndgnya,0,0.0
seperti lon,0,0.0
reaksinya ok,0,0.0
ati2 yaa,0,0.0
kolam sama @teguh suwandi,0,0.0
allahumma sholli ala sayyidina muhammad wa ala ali sayyidina muhammad,0,0.0
cantiknya gak ada obat apotik tutup semua,0,0.0
romildo antônio de maceió al,0,0.0
mw ak gendong 😪,0,0.0
mantap feby,0,0.0
aku pingin pean jadi adik aku biar adik ajak jalan jalan,0,0.0
bali memang indah dgn pemandangan lautnya dipadu dgn kehadiran fbyana exotis bgt dpt keindahanya,0,0.0
mantul 👍,0,0.0
msh tggu 20 anttian lg mending kt ngobrol dulu aja ngomong hub kt kedepan kt busnis sama2 demi masa depan,0,0.0
ombak cinta emang lbh berat tp kalo udah kt jalani sama2 ringan berat sama dipikul ringan sama di jinjing diangkat laki2 tumbuh cinta karna terbiasa gendong kalo wanita cinta tumbuh dr hati dan perasaan semoga kt samawa amin,0,0.0
manja sexi sopan selalu excusme ma orang ga dikenal ini tanda2 orang yg ber iman dimana dia tinggal selalu sopan siapa yg beri salam lbh awal di angkat derajatnya 90 yg jawab 10 dan wajib,0,0.0
i like if you smile continus masya alloh tambah cantik sayang luar biasa bener kt2nya syukuri aja nikmati aja ini kt2 seorang muslimah yg tawaduq salam se you,0,0.0
aku mau gendong bak fbyana ga diopahi gpp rela yg penting suka sama suka senang sama senang cinta tumbuh dr witing tresno jalaran saka kulina sayang uuc ok tq,0,0.0
nusa penida,0,0.0
gunungnya indah banget dipinggir pantai,0,0.0
turun naik ba lebih enak,0,0.0
lucu belum berperang sudah basah😂🤣🤣,0,0.0
itu tempat saya dan kawan di perumahan bukit pernah berselancar disana feb 😀😀😀 long time agoo 😀😀😀 kapan ya bisa kesana lg belum tahu nih 😀😀😀,0,0.0
mau kumpulin berapa banyak yg suka keindahan gunung indonesia 👇,0,0.0
pagi2 liat yg segar2 😍😍😍,0,0.0
kenapa tidak pake cd ajh kak sama bh,0,0.0
pemandanganya sangat indah apalagi gunung kembar😁,0,0.0
maap ya boleh kah aku mengagumi kecantikan ka pbyana salam buat orang indramayu kalam,0,0.0
gambarnya buram tdk akan laku,0,0.0
kakak cantik banget,0,0.0
cantik bikininya kok model gitu terus,0,0.0
rame banget,0,0.0
sumur di pantai,0,0.0
yang indah bukan hanya nusa penida tapi kamu lebih indah dan bening,0,0.0
ini baru asli gitar spanyol hahha,0,0.0
mncappp hot,0,0.0
gadis paling cantik no 3 yg pernah saya liat yg no 1 mamaku yg ke 2 istriku😁😁😁😁,0,0.0
panas kak tapi pemandangannya bagus banget😍,0,0.0
cantik sekali dirimu,0,0.0
bali tempat nya bagus y ka,0,0.0
waduuh bukitnya indah2 skaliii,0,0.0
wau indah sekali pantai nya,0,0.0
apem nya pasti pink ini 😘😘😘,0,0.0
fokus jadi hilang oleh kecantikannya sukses selamanya✌,0,0.0
mantaplah 👍🏼👍🏼👍🏼salam kenal 🤝🏽,0,0.0
benar benar indahh,0,0.0
cantik sangat smngat kk dari palembang,0,0.0
mantap bgt,0,0.0
the next maria vania 🤪,0,0.0
pemandangan nya sangat memanjakan mata,0,0.0
subkhanaallah sungguh indah ciptaan mu ya allah semoga dedek cantik bisa menutup aurotnya dan sehat selalu dan panjang umurnya,0,0.0
lebay lhuuu,0,0.0
gunung nya indah yah,0,0.0
kakak ini sperti ada di tik tok,0,0.0
jadi pengen ke bali 🥰,0,0.0
ak pernah ksana ikut lomba birdwatching rindu ksana lagi salam dri lombok ntb,0,0.0
wao pantainya keren 😆😆😆😆,0,0.0
di nusa penida coba ke atas bukitnya kak banyak kincir angin buat listrik di situ tapi itu 2014 gak tau sekarang apa masih terawat atau nggak 😅,0,0.0
dia cnnntikkk feby ok bngett,0,0.0
bali segala nya,0,0.0
malu tapi mau judulny,0,0.0
poto grafer knyang,0,0.0
boleh ikut bareng ga ka,0,0.0
masya allah gunung nya indah banget😅,0,0.0
mantap nusa penida kak fbyana semangat banget dari mulai antri fastboat sampai di penida jalan kaki ga pakai alas kaki antri di rumah terlalu lama jadi batal cari spot yg lain diamond dan kelingking air lautnya biru jernih bali is the best,0,0.0
bikin ngilu bosque,0,0.0
gunung2 di nusapeninda luar biasa bgs2 mas brow,0,0.0
nusa penida ngga ada apa apanya dibanding keindahanmu neng,0,0.0
indah ny gunung gunung itu,0,0.0
udah kayak perkutut bangkok🤣😀😀,0,0.0
aku mau gendong bak fbyana ga diopahi gpp rela yg penting suka sama suka senang sama senang cinta tumbuh dr witing tresno jalaran saka kulina sayang uuc ok tq,0,0.0
bukit batu sama bukit kembar sama2 indahnya,0,0.0
bali is the bes sehat slu mba amin salam dri anak bugis jakarta,0,0.0
konten asupan gizi mau tumpah saking gede nya💋💋,0,0.0
lokasi indah kaka nya juga cntik moga sehat sllu kaka,0,0.0
indahnya ciptaan mu ya allah 🙏,0,0.0
cantik bngt kak salam dari buleleng❤️🥰,0,0.0
pelabuhan sanur,0,0.0
gunungnya sangat indah 😂,0,0.0
keren 👍,0,0.0
salam dari malaysia✌,0,0.0
padat berisi,0,0.0
cewek nya putih vhanagayt siiiii,0,0.0
maaf ya dek kita ngak enakan sama lokal takut dibinarin gitu oke dek jaga kesehatan ya hati yang plus gembira emang diperlukan yaya kalau kurang gembira juga terasa juga,0,0.0
bukan buat nakutin adek cuma sayang loh kelebihan gerak gerakan pun jadi kucing stabil lembut mengkhawatirkan,0,0.0
iya om,0,0.0
wow😍😍😍👍🏽👍🏽👍🏽💋💋💋🌹🌹🌹tambah suegerrrrrrrrr,0,0.0
lihat pemandangan yg sangat segerrrr banget s,0,0.0
mak bapaknya hitam anak keluar white😅😅🤣,0,0.0
mantap camtik,0,0.0
pap semangatin kerja dong kk🤭,0,0.0
bali indah salam rahayu,0,0.0
waaah mantap kaka pmandangannya sungguh indah skli🥰😍,0,0.0
fokus ke satu tempat mulu,0,0.0
luar biasa,0,0.0
butuh kameraman cadangan gak kak,0,0.0
cantik banget sihh kamu i love you piko nya kak ❤️,0,0.0
wawww bikin betah di sinii,0,0.0
vlog ke sabang dong,0,0.0
main ke pantai pastilah panas an tetapi pemandangan nusa penida mantap yang penting happy,0,0.0
lebar gelis kieu orat di tembong2 tobat gusti,0,0.0
aduuh yg yg pling menonjol tuuh,0,0.0
naik ferry sebelum mencapai destinasi nusa penida yang sangat keren banget pemandanganya juga sangat curam jalan setapak yang dilalui tetapi sangat semangat nona fbyana begitu antusias dengan pemandangan yang sangat menajubkan bahkan untuk menceburkan kepantai yang hamparan laut biru yang tidak akan pernah dilupakan dan perjalan 3hari elancong kedestinasi nusa penida terpuaskan meskipun sangat melelahkan,0,0.0
sangat menarik mb fbyana promosikan obyek wisata bahenoool lgi,0,0.0
11 12 sam gita youbi sister,0,0.0
terus dan terus kaka exspoler,0,0.0
mantap slm sehat,0,0.0
macan asia,0,0.0
bagus ya kedua bukitnya,0,0.0
pemandangan yang indah,0,0.0
mantab ka pemandangan nya,0,0.0
indahnya pemandangan nusa peninda slebew,0,0.0
tetap semanggat kk,0,0.0
kesana bawa pancing asik kayaknya holiday mantap sekali,0,0.0
eta gunungnya matuuuuuul tul tul,0,0.0
neng kalau sampe di nusa penida singgah di pulau lembongan yoo pulau kecil yg dikelilingi laut,0,0.0
like it,0,0.0
hostnya lebih indah dari pada pantai nya wkwkwkwkwk,0,0.0
mana blsan nya🌹,0,0.0
haay cantik🌹🙏,0,0.0
smakin di liat smakin indah 👍👍👍👍👍,0,0.0
ka sda nika g,0,0.0
indah sekali tapi kelihatan nya capek lihat medan nya,0,0.0
bungalow hotel kecil yg ada dekat pantai,0,0.0
cerdas dlm mengambil keputusan,0,0.0
gunungnya i dah banget,0,0.0
padet bener pulen,0,0.0
mantap satu kata buat mbak cantik,0,0.0
mmg montok mbk cntik 👍😜😍❤️,0,0.0
pentip oh pentil,0,0.0
biutifull ka,0,0.0
hy salam knaaalll sistaaaahh,0,0.0
ini promosi yg hebat,0,0.0
bukan primitif tapi nyeker dan alami kaki menginjak bumi pertiwi itu natural sangat sehat,0,0.0
wauw montoknya 🤭,0,0.0
mampir ke bali kak,0,0.0
oops 🤐🤐🤐 so wonderful 💖💖🥰 it s paradise,0,0.0
brp jam naik speed boat,0,0.0
subhanaallah cantiknya cwe lokal,0,0.0
sejahterah selalu☕👍,0,0.0
suka bnget liat montok i love you,0,0.0
mantab umunya jos,0,0.0
geude amat itu gunung,0,0.0
putih mulus mba jangan ditato yaaaaa,0,0.0
indah sekali dadanya termasuk cantik banget kamuuu,0,0.0
ka apa sih resepnya bisa cantik gini😍😍😍,0,0.0
benar2 tempat yang sangat indah untuk dikunjungi,0,0.0
hi assalamualaikum ka bolh knln ga salam dari banten,0,0.0
bukit gunung lokal memang indah dipandanggg love bali,0,0.0
gak ada bukit gunung bung adanya pantai 😊,0,0.0
memang turun musti ke bawwah trus naik ya musti ke atas jadi ya kau tinggal turun naik🤣🤣,0,0.0
saya lebih suka keindahan kk ❤️,0,0.0
waaw kpan yaah ke sanah kakitumasih daerah bali kan kalo dari bandara jauh yah lokasi nyaaa,0,0.0
kalo ke nusa penida klungkung singgah main ke sini ke kotanya kk,0,0.0
klungkung bali hadir kk,0,0.0
manis 💞😍❤️😍,0,0.0
ka orang mana ka,0,0.0
cewek idamanku,0,0.0
very good your you tube she nal,0,0.0
halo feby,0,0.0
indahnya pemandangaaaaan 🙈,0,0.0
permandangan yang indah orang nya lagi indahnya 👌👌,0,0.0
pingin kesini tpi belum ada waktu😳,0,0.0
liburan terus,0,0.0
aminjaloh teteh,0,0.0
kota denpasar kurang peduli dg sarana pelabuhan kapal ke nusapenida,0,0.0
ini di pantai sanur menuju nusa penida,0,0.0
ayu fit dan seksi hebat 👍,0,0.0
pemandangan yang indah airnya biru,0,0.0
 kuat lah ngangkat aja kuat mosok naik ga kuat,0,0.0
senyumannya manis feby,0,0.0
keindahan ka fbyana mbuat aq kagummm lebih dri keindahan pulau bali nya,0,0.0
besar ya kak,0,0.0
fbyana mantap like❤,0,0.0
luar biasa 😍😍😍,0,0.0
oh cantik sexy,0,0.0
mbak yana bercocok tanam dong sama ariel,0,0.0
kk asli org mana,0,0.0
konten jual susu 😅😅,0,0.0
bikin tak jenuh aku liat ya energik bikin napas ku naik turuunn sukses terusss,0,0.0
makasi cntik sudah berkunjung di tanah kelahiran q ya paling tidak ada momen hidup ada yg kita katakan nanti sama anak cucu keren salam rahayu👍🙏🙏🙏,0,0.0
dilihat dosa tidak di lihat barang bagus kalau begini habis amal q,0,0.0
cantik kali 😢,0,0.0
ketawamu lucu fby 😂,0,0.0
mimpiiihhh mimpiin aku gk fbyana wkwkwk 😂😂 oh ya aku ikut ke nusa penida dong fby,0,0.0
wow ini pemandangan gunung di bali sungguh luar biasa,0,0.0
gunung apa,0,0.0
sempurna cantik nya gak ada yg cela,0,0.0
luar biasa indahnya nusa penida bikin betah,0,0.0
aku mau naik gunung kembar boleh gak ya,0,0.0
gimana ya rasanya,0,0.0
so nice,0,0.0
kmu febyana bsa kta knlan,0,0.0
emang ada turun ke atas 😁,0,0.0
hai febi kmu cantik nya sempurna loh saya suka banget take care ya sehat selalu dan sukses ya 💓,0,0.0
stunnnig hot cute,0,0.0
ya sama sama tronton dan sabda sacred semata mata sacred,0,0.0
di liaht dosa tdk di lihat barang bagus,0,0.0
kamu cantik dan seksi embak,0,0.0
incaran para bule2 haha,0,0.0
mntap pantainya,0,0.0
menyimak dari papua raja ampat kren mantap 👍,0,0.0
kudu sebulan kak 😍,0,0.0
sangat cantik sekali kak,0,0.0
wow so very beautifull 😍😘😋,0,0.0
tadinye gue mau subcribe tpi ogah soalnye kontennye lebay 😜😜😜😧😧😧😧,0,0.0
kapan2 main di bali barat kak pengambengan,0,0.0
siapa yg bisa naklukan si cntik,0,0.0
keliatan senang memandang suasana enak banget,0,0.0
mbak feby selalu menjadi fantasiku dikala aku sedang,0,0.0
salam merdeka idonesia bali mimang indah tempat nya sa padan dengan orang nya centik bangat fbyana,0,0.0
cantik bnget,0,0.0
wow so beautiful and😘😘😘😘 cute🌹 baby👶👶👶👶😍😍,0,0.0
indah nya pemandangan bali 😘😘😘,0,0.0
yg mau minum kopi minum bareng ya,0,0.0
yang cantik balinya apa mbak nya ini,0,0.0
gedenya bali,0,0.0
nice nusa penida udah 2x kesana 😍,0,0.0
salut banget pas nyebut masyaallah perfect banget ini cewek sukses selalu ya,0,0.0
cantik nya😍,0,0.0
wah wah pengen mba xa boleh santikxa,0,0.0
wao keren👍👍,0,0.0
masya allah cantiknya,0,0.0
lanjut ke flores lebih bagus lagi,0,0.0
the best fbyana dari king master 😄,0,0.0
blh regues kak vlog kuta mandalika lombok,0,0.0
wow pemandangan yg indah sering2 vlog kek gini dong kak,0,0.0
mantap sekali,0,0.0
hadir komen pertama ya kak salam dari sukabumi,0,0.0
saya bayangin mba fb pacarnya kepala gangster kaya di film korea,0,0.0
speak in english i do not understand what you saying,0,0.0
punya bule itu besar2 mbk,0,0.0
kak febiyana yg di konten mbak siapa ya namanya indah putri lestari ya artinya putri nya indah lestari panjang umur jawa muslim ya masya alloh hambamu selalu menyebut namamu ya alloh semoga hidupnya berkah amin wrm tebet jkt,0,0.0
i love you so oh my darling a you single now,0,0.0
msya alloh cantik sekali hambamu ini sama pemandangan ciptaanmu jg ya alloh salam kenal ya mbak wrm,0,0.0
suka banget tuh microfon,0,0.0
duhh cantik sekali kakak ini,0,0.0
plok nya kak plok nya plok plok plok,0,0.0
coba disandingin sama nuy dipakein baju yang sama dah kek kakak adek ni kliatannya 😅 miripp cantik iya body oke iya dan yg pasti gede ya 😅,0,0.0
hadirr ☺👍,0,0.0
tu boba mengkilat amat 😂😂,0,0.0
semangat nge gym nya ya sudah subcribe,0,0.0
asli gak buah pepayanya kak,0,0.0
gara gara praz teguh jadi kesini njjiir lah,0,0.0
tapi suka kan kak,0,0.0
siapin tissue merah kak,0,0.0
bismillah di lnjutin makanya kak😅,0,0.0
❤❤❤❤❤❤❤❤ i love you mirip artis penyanyi semata karna mu,0,0.0
mau dong jadi kacamatanya 😂😂,0,0.0
hallo sayang febyana besar kali sayang,0,0.0
sebenarnya aku berusaha tidak melihat gunung itu cuman kenapa mic nya di situ wee🗿,0,0.0
mengkilap banget disemprot minyak gpu kali 😂,0,0.0
tt nya di wax yah,0,0.0
idola banget,0,0.0
ngak mungkin belom pernah,0,0.0
mantap pemasangan yg indah ❤❤❤,0,0.0
jakarta timur hadir untuk nonton acara yutub nya feby yana dn sy suka banget yutub nya feby yana salam kenal ya feby yana dari sy dari penggemar berat yutub nya feby yana ni ❤😊,0,0.0
berminyak banget takut kolestrol ahhh,0,0.0
aku mau jadi kameramen nya feby gpp ga di gaji juga kok asal dapet makan aja😊,0,0.0
padahal cuma nonton rasanya kok sdh kenyang❤😂😂😂,0,0.0
bagus dan elegant kamarnya,0,0.0
klo lu punya duit bisa pakek dia,0,0.0
diosa de diosas ♥,0,0.0
bukak semua lebih mantaappp,0,0.0
alhamdulillah nya masih inget 👍🏻,0,0.0
mkasih ka udh keluarin punya ku,0,0.0
sudah bahera kah ka,0,0.0
kacamata 👓 nya bagus 😳😳,0,0.0
dlogok jaran jarane😂,0,0.0
vidio bagus,0,0.0
penn bgtt jadii kameramen nyaaa jadii adik angkat jugaa gpp kalii wkwk,0,0.0
andai diajak liburan kak feby 🙄,0,0.0
yang ku suka tiap liat chanel ini karena kebulatan yg bukan tekat,0,0.0
under me the situation is very tense,0,0.0
careful and god bless,0,0.0
kak yana makin cantik ya aq suka tampilan kmu ya raimon,0,0.0
terlalu bar bar,0,0.0
makan mlm sekalian mo diurut pke minyak kak,0,0.0
waduh meuni bolenang gitu mbak,0,0.0
pengen minum,0,0.0
walau silicone tetap dinikmati aja,0,0.0
buah apa itu,0,0.0
iyo ti suntik perangsang ora mik olah raga gen firal susune gedi,0,0.0
susune pingin ngemot,0,0.0
nyampe mlete yach kynya dulu ga ky gini dech,0,0.0
sehat selalu ya kakak 🥰🥰,0,0.0
pengen dinner bareng minumnya ucunya kak febi😍😋🥰😋🥰🤤🤤,0,0.0
whaooiwwww keren pemandangannya mbak feby makin cantiiiikkk sukses selalu mbak,0,0.0
kudanya jadi sagne njiirr 😂,0,0.0
love you sayang 😘😘😘,0,0.0
mntep dogi fby di kmr mndi 😂❤,0,0.0
hi ♥️,0,0.0
mempesona dan energik,0,0.0
kameramen nya menang bnyak terus ini mah,0,0.0
daftar ajh jadi perwakilan 62 di japanese actress✌🏻,0,0.0
indah nya ciptaan mu sangat menggoda dan bikin berair,0,0.0
good video and you are still beautiful 😍🫶🏻❤️❤️❤️❤️❤️❤️,0,0.0
kuda nya ngaceng hha,0,0.0
di jamin kenyang cacing tanahnya ntar itu besar bgt makan besar itu cacing,0,0.0
habis konten terus ke kamar mandi ni,0,0.0
bisa sy lamar,0,0.0
merah coklat unggu beb❤,0,0.0
❤❤ cantik bo kamu syg19 39wib,0,0.0
vlog ke paris kk kali2,0,0.0
salfok ama kuda ternyata ini vlog y ❤,0,0.0
ada lowongan kerja kameramen gak kak,0,0.0
kenapa belahan nya selalu berminyak😅😅,0,0.0
minyakx di dada itu lo bikin mau q lap saja 😂😂😂,0,0.0
gua liatnya lebih ke ngeri,0,0.0
terr terrr terrrr,0,0.0
gorgeous 😍 😍 😍,0,0.0
dari awal sampe selesei gak lepas mataku dari si dia,0,0.0
bisa mengkilat gitu di apaain ya,0,0.0
why you sweating a lot 😂,0,0.0
aku pernah nginep di sini tipe maya room 3 hari 2 malam 9jt an lebih kalau utk kalian yang mau honeymoon ini bener kata feby enak banget dan kalian bisa explore farm nya yang luas yang ga aku suka emang kebanyakan tidur disana bule ya jadi kalo ga bs komunikasi dikit2 malesin,0,0.0
ig km berteman dgn presiden indonesia golkar sudah saling kenal 1 novembre 2025 tdk ada penolakan atau melawan ahy turuti semua yg ahly mau km harus melakukan 1 novembre 2025,0,0.0
41 thn umur ahly masih stongger 2x 48 jam tiap beberapa jam ahly siap melayani,0,0.0
1 novembre 2025 presiden indonesia golkar ingin km menelpon video call wa ahly mulai jam pm ini serius 100 25 novembre 2025 middle nights presiden indonesia golkar resmi mengantikan posisi presiden prabowo subianto pukul tengah malam buta sah disaksiksan for loutan people from sedena sudah fatal situasi konditi keadaan seluruh indonesia tdk dapat tertolong siapa pun 1 novembre 2025 ahly membrikan km kesempatan dgn itu km harus melakukan 1 novembre 2025 dari dki jakarta tdk semua terpilih lakukan turuti semua kehendak yg di inginkan presiden indonesia golkar ahly,0,0.0
seger lihat si cantik 🥰😘😍🤩,0,0.0
bismillahirrahmanirrahim nenen,0,0.0
aduh fb aku lemes dgn kembarannya aku kamar dulu ya oh satu nanya kalo bolih fb kerja apa ya,0,0.0
bisa kinclong gitu ya pas diner😂,0,0.0
minyake meling,0,0.0
lebih enakan main kuda ber2 kamu di kasur😂,0,0.0
tuh kameramen nya gak,0,0.0
gedeh 😮♥️,0,0.0
bikin betah mata memandang 😅❤🎉,0,0.0
tambah gde ka,0,0.0
monmaap apa gatakut pecah ya itu angkat beban berat,0,0.0
ini ga bisa full hd ya kak,0,0.0
inikah yg dikatakan dilihat salah gk dilihat sayang,0,0.0
ada yang mengkilap tapi apaaa yaaa,0,0.0
pen magang jd kameramen nya gmn cara ya,0,0.0
abay sekarang sama fans nya,0,0.0
makin gemoy aja beeb,0,0.0
monoton penampilannya cuma gitu2 saja 😂😂😂😂,0,0.0
tiap hari bahan colo gua,0,0.0
tipe calon suami gmn kak,0,0.0
implan dimana,0,0.0
itu asli dia soalnya rajin ngejim,0,0.0
pemandangan yg indah ❤❤❤,0,0.0
betul indah bgt😅😅,0,0.0
asli g y g asli kayanya,0,0.0
indah bngeet,0,0.0
wauuu glowing bangettt mengkilap,0,0.0
sering sering upload video k gemoy ❤,0,0.0
terus dong upload ❤❤,0,0.0
tetep natural seperti ini kak jangan sampai ada yang di oplas yaaahhh support trus buat channel kak feby,0,0.0
wao keren asli tu beb,0,0.0
gk enak lg klo sdh kegedean kudanya 😂,0,0.0
ka perlu driver kh ka tauu kerja apa kek gtu😌,0,0.0
rahasianya apa bisa sebesar itu 😮,0,0.0
glowing nya itu loh😮,0,0.0
njir mau mldak ciu😂,0,0.0
kak kapan workout lagi kak uda gak sabar ngikut workout kakak lagi 😊,0,0.0
salam olah raga nganjuk hadir kak,0,0.0
of username,0,0.0
gw punya ai nya 😂😂😂 sama tobrutnya😂,0,0.0
halo mbk 🙏 cantik apa kabar,0,0.0
gwede bet kamarnye 🤤,0,0.0
hadirrr kaa❤,0,0.0
kali kali video nge gym dong ka,0,0.0
kan emg gede kenapa dibalur minyak jd berkilau memukau😮,0,0.0
apa gak bangun tu burung yg videoin,0,0.0
salam olahraga,0,0.0
you re always oiled up,0,0.0
main kuda sm main kuda2 an itu beda ya,0,0.0
hello😃✌🏻🌷☀️🌷you are so beautiful love your video❤️have a nice day,0,0.0
kuda ngacong 😂,0,0.0
pgen ke kmar mndi,0,0.0
baru saja mandi udah muncul aja di beranda,0,0.0
bikin konten misal liburan doang ya,0,0.0
aya yg mengkilap,0,0.0
kudanya gede banget itu ada juga yg kembar ya kakak🎉,0,0.0
alnkh indahmu sll br keringat 😂si kmbar😂😂,0,0.0
tetap sehat tetap semangat selalu exist dengan kebugaran💪💪👍👍🙏🙏,0,0.0
cameramen bhgia,0,0.0
boleh mita nomer hp nya,0,0.0
anjir kameramen nya konak terus apa ga bosen,0,0.0
itu susu pake cili oil kyanya 😅,0,0.0
love u angel ❤😍,0,0.0
met weekend syg,0,0.0
selalu nonton vlog kk fbyana 💖💋,0,0.0
entah kenapa selalu berkilau apa cuman penglihatanku aj ya,0,0.0
kuda pun gx bisa bohong😂🤤,0,0.0
konda 😅,0,0.0
@@berdiriteman666 ytta aj😂,0,0.0
ngac ng juga itu kuda gk cuman gua wkwkk,0,0.0
nonton auto resolusi tertinggi 😁😘,0,0.0
kerjanya d kamar😂,0,0.0
capeerrr wooiiii,0,0.0
ka fbyana,0,0.0
cantik bangey si ka fbayana,0,0.0
@fbyana buat vlog terbaru lagi sama monica ardhea asmara lagi dong vlog nya di pantai jogja,0,0.0
👍👍👍kak feby,0,0.0
makassar hadir kak ✨,0,0.0
hadir ka ❤,0,0.0
i dol🥰,0,0.0
je t aime beaucoup vous êtes très belle,0,0.0
pemersatu kaum laki😂,0,0.0
semangat terus fbyana maaf baru tau channelnya dari podcast goyang lidah,0,0.0
tali bhnya kok cuma satu,0,0.0
banyakin olah raga kak 😂,0,0.0
asyik bget,0,0.0
gorgeous 😍 😍 😍,0,0.0
bocil jgn nonton nanti gumoh 😂😂,0,0.0
dia yg ngegym kog aku yg capek ya,0,0.0
leg day berangkat nya naik sepeda 🥵😭,0,0.0
salam olah raga semangat kak,0,0.0
gw mau jd instruktur nya gk di bayar gpp klo liat fbyana montok bgt,0,0.0
semagat kk biar sehat,0,0.0
mana konten barunya,0,0.0
menggos menggos😅,0,0.0
yg satu lg sy pegang aj pk tangan tkt luber bonus remas2 manjah🤣,0,0.0
yg satu lg sy pegang aj pk tangan tkt luber bonus remas2 manjah🤣,0,0.0
aku liat aku klik sesimpel itu,0,0.0
ayank law kita ngijim d kamar keringat ny lebih banyak lagi,0,0.0
mik nya tarok d apem ayank z,0,0.0
aduh sabun mana sabun😅😅,0,0.0
jangan sampek berotot sayang nti ga enak liat nya😅,0,0.0
ada yg bulat tp bkn tekad,0,0.0
aku mau jadi pasangan hidupmu,0,0.0
buat vlog camping lgi dong kk hehe,0,0.0
astaghfirullah 🗿,0,0.0
ya lah semoga nnt selain makin bagus body nya juga dek yana semakin sehat2 tapi jujur klo sama abg nnt dek yana di rumah aja masak yg enak2 buat abg sama buka usaha salon di ruko abg juga ga boleh nge gym2 lagi latihan yoga atau senam aja okeh heheheh,0,0.0
nyobak komen di tanggapi gk sekarang,0,0.0
sering2 upload dnk,0,0.0
good training so beautiful 😤🍑🫶🏻❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0,0.0
awas meletus balonnya sayang,0,0.0
wah berat juga olah raganya😂❤,0,0.0
wow you have a very beautiful sweet smile ❤,0,0.0
semangat kk😊,0,0.0
kok makin kecil ya gk kek tahun lalu sih,0,0.0
semangat kak olahraganya sering2 olahraga kayak gini,0,0.0
makan apa ya biar bisa kaya gitu,0,0.0
super cute,0,0.0
fake melon 😂😅😂😅😂,0,0.0
gym nya sesekali bareng temen nya ka fbyy terutama ka mira ka puspita 😍😍,0,0.0
itu asli kak,0,0.0
body gol ini mah ❤,0,0.0
waduh kamu cantik banget faby yana aku suka padamu ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0,0.0
kaya lagi hamil perut y buncit,0,0.0
hadiiirr kak salam support dan salam sukses selalu ya kak 👍,0,0.0
lama gk pakek tanktop putih kak,0,0.0
bahan wkwkwk 😂,0,0.0
nyaris sempurna❤,0,0.0
pas banget nonton ini sambil ngopi,0,0.0
kurang berminyak,0,0.0
tapi ada tapi di barat,0,0.0
so cute 🥰🥰,0,0.0
masih perawa@n gk ya … 😊😊,0,0.0
kedua hadir 😂😁😊,0,0.0
mantappp bangt❤,0,0.0
klw ke pantai pake bikini dong ka❤❤❤,0,0.0
fbyana wajah cantik body oke apa lagi ya yang kurangnya maricemon siap merapat ❤❤❤,0,0.0
idola gw banget dari dlu love you ka fbyana,0,0.0
idola 🥰🥰😍🥰🥰😘🥰🥰🥰,0,0.0
gede banget,0,0.0
itu gunung manggah apa gunung menangis kak,0,0.0
semakin kencang badannya semakin sehat 🎉,0,0.0
arti dri sebuah kesehatan brmnfaat untk sglanya,0,0.0
𝙋𝙖𝙨𝙩𝙞 𝙞𝙗𝙪 𝙙𝙖𝙣 𝙗𝙖𝙥𝙖𝙠𝙣𝙮𝙖 𝙗𝙖𝙣𝙜𝙜𝙖 𝙡𝙞𝙝𝙖𝙩 𝙫𝙞𝙙𝙚𝙤 𝙞𝙣𝙞🤭,0,0.0
lab dulu keringat nya mbak cantik❤,0,0.0
pemandangan indah❤,0,0.0
kalau kk pisang aku yang angkat,0,0.0
kaosnya melorot plissss,0,0.0
she s naturally face beauties and perfect body gvrl from indonesia,0,0.0
walaupun terjadi ada kang edit bang kamu tetap tidak bisa lihat wkwk,0,0.0
@jasmineces 😄😅,0,0.0
sama aku juga tungguin😂😂😂,0,0.0
sebenar nya dah nyembul tpi kang edit ny jago😂😂,0,0.0
kk itunya asli apa implan kk bagus banget,0,0.0
mengangkat barbei yang berat akan membentuk badan menjadi bulat dan tinggi badan tak akan maksimal lagi jadi untuk seorang foto model seperti febiana nggak perlu angkat beban berat karena dia bukan pekerja berat tetapi kalau dia berorientasi untuk jadi petarung hebat itu terserah saja,0,0.0
salut sama kakak real wonder woman begitu kuat memikul beban,0,0.0
❤❤ woow keren,0,0.0
most figured woman of planet,0,0.0
gymnya di majapahit mantap,0,0.0
waduuuuh panas2 dingin kringetnya,0,0.0
awesome 👍👍👍👍 fitness ❤️❤️❤️👌👌,0,0.0
looking great always babe❤❤❤❤,0,0.0
