Indeks,Komentar,Komentar_bersih,normal_teks,Label,Label_Validator
21860,kakak nya mau?,kakak nya mau?,kakak nya mau?,0,0
35553,santai aja jawa mang photo,santai aja jawa mang photo,santai aja jawa mang photo,0,0
12001,kalau nggak putih bersih jelek bgt nih cewek udah doer 😂😂😂😂😂,kalau nggak putih bersih jelek bgt nih cewek udah doer emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,kalau tidak putih bersih jelek banget nih cewek sudah doer emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,3,3
12007,kak japan kapan buat vidio maksiat ya,kak japan kapan buat vidio maksiat ya,kak japan kapan buat vidio maksiat ya,5,5
52122,baiknya apa kak😭,baiknya apa kak emoji_loudly_crying_face,baiknya apa kak emoji_loudly_crying_face,0,0
15459,Kalian pada tau King aloy ga ??? King aloy aja udah main loh di ✌⏲Ⓜ⏲2⃣⛑4⃣17✌.,kalian pada tau king aloy ga ??? king aloy aja udah main loh di emoji_victory_hand emoji_timer_clock m emoji_timer_clock emoji_keycap_2 emoji_rescue_worker's_helmet emoji_keycap_4 17 emoji_victory_hand .,kalian pada tau raja aloi ga ??? raja aloi aja sudah main loh di emoji_victory_hand emoji_timer_clock m emoji_timer_clock emoji_keycap_2 emoji_rescue_worker's_helmet emoji_keycap_4 17 emoji_victory_hand .,1,1
15476,𝗪𝗘𝗧𝗢𝗡𝟴𝟴 bikin maxwin makin gampang,weton88 bikin maxwin makin gampang,weton88 bikin maxwin makin gampang,1,1
24227,yaelah bocil sepeda anjirt bukan lawan gua 🤣,yaelah bocil sepeda anjirt bukan lawan gua emoji_rolling_on_the_floor_laughing,yaelah bocil sepeda anjir bukan lawan gua emoji_rolling_on_the_floor_laughing,0,0
16314,Beberapa pengguna melaporkan hasil positif dari penggunaan 🎸 A 𝐄 R 𝘖 𝟾 8 🚘. 🍧,beberapa pengguna melaporkan hasil positif dari penggunaan emoji_guitar a e r o 8 8 emoji_oncoming_automobile . emoji_shaved_ice,beberapa pengguna melaporkan hasil positif dari penggunaan emoji_guitar a e r o 8 8 emoji_oncoming_automobile . emoji_shaved_ice,1,1
38782,poor girl 🥹,poor girl emoji_face_holding_back_tears,miskin gadis emoji_face_holding_back_tears,0,0
11863,g ngewe kak😊,g ngewe kak emoji_smiling_face_with_smiling_eyes,g ngewe kak emoji_smiling_face_with_smiling_eyes,5,5
14736,sy yg bukan org surabaya aja emosi dengarnya yuukk bolo cari orang ini gebukin rame2,sy yg bukan org surabaya aja emosi dengarnya yuukk bolo cari orang ini gebukin rame2,saya yg bukan orang surabaya aja emosi dengarnya yuk balo cari orang ini memukul rame-rame,4,4
47609,sama broo,sama broo,sama bro,0,0
16350,"Salut sama tim 𝐀𝐋𝐄𝐗𝐈𝐒17!, tanggap dan profesional.","salut sama tim alexis17!, tanggap dan profesional.","salut sama tim alexis17!, tanggap dan profesional.",1,1
3329,tau ga kak? aslinya di al qur an bahwa agama yang paling dekat sama islam itu adalah kristen cuma di indo aja kek gini maklum sdm rendah iq 78,tau ga kak? aslinya di al qur an bahwa agama yang paling dekat sama islam itu adalah kristen cuma di indo aja kek gini maklum sdm rendah iq 78,tau ga kak? aslinya di al qur'an dan bahwa agama yang paling dekat sama islam itu adalah kristen cuma di indo aja kek gini maklum sdm rendah IQ 78,4,4
12685,mantap lanjutin konten konten cewek buka bra mantull,mantap lanjutin konten konten cewek buka bra mantull,mantap lanjutkan konten konten cewek buka bra mantul,5,5
11890,ngewe ga bang,ngewe ga bang,ngewe ga bang,5,5
5524,gak salah lu di bawa tanpa alasan? itu karena ada pembelinya 😂 jangan salahin jawanya lagian kalo punya sda tapi gak bisa ngelola jadi apa✌,gak salah lu di bawa tanpa alasan? itu karena ada pembelinya emoji_face_with_tears_of_joy jangan salahin jawanya lagian kalo punya sda tapi gak bisa ngelola jadi apa emoji_victory_hand,gak salah lu di bawa tanpa alasan? itu karena ada pembelinya emoji_face_with_tears_of_joy jangan salahkan jawanya lagian kalo punya sda tapi gak bisa mengelola jadi apa emoji_victory_hand,4,4
6318,pembahasan nya disini pikiran kotor beberapa cowok dan itu fakta,pembahasan nya disini pikiran kotor beberapa cowok dan itu fakta,pembahasan nya di sini pikiran kotor beberapa cowok dan itu fakta,3,4
36851,kalo adek lu di catcalling pas adek lu berseragam dan berhijab itu bukan salah adeklu tapi salah si cowo yg ngecatcalling,kalo adek lu di catcalling pas adek lu berseragam dan berhijab itu bukan salah adeklu tapi salah si cowo yg ngecatcalling,kalo adek lu di catcalling pas adek lu berseragam dan berhijab itu bukan salah adekku tapi salah si cowok yg menggoda,0,0
6718,ayo sex dg ku,ayo sex dg ku,ayo seks dg ku,5,5
9985,followers masi ratusan ngaku seleb mimpi 😂😂🤣🤣,followers masi ratusan ngaku seleb mimpi emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,pengikut masih ratusan ngaku selebriti mimpi emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,3,3
61197,lucu sekali ituya,lucu sekali ituya,lucu sekali itu dia,0,0
42983,jefri nichol repost😭,jefri nichol repost emoji_loudly_crying_face,Jefri nichol repost emoji_loudly_crying_face,0,0
9867,dipuji tidak pantas dihina pun tidak puas,dipuji tidak pantas dihina pun tidak puas,dipuji tidak pantas dihina pun tidak puas,3,3
15300,"Jika Anda menghargai komunitas yang solid, 𝐀𝐗L𝟳𝟩𝟽-mungkin cocok.","jika anda menghargai komunitas yang solid, axl777-mungkin cocok.","jika anda menghargai komunitas yang solid, axl777-mungkin cocok.",1,1
310,atalanta over 2 25 ac milan ft win bayern munchen 1 75 asmonaco vs benfica keduanya mentecak gol jepeeee🤩🤩🤩,atalanta over 2 25 ac milan ft win bayern munchen 1 75 asmonaco vs benfica keduanya mentecak gol jepeeee emoji_star-struck emoji_star-struck emoji_star-struck,Atalanta over dua 25 ac milan ft menang Bayern munchen 1 75 asmonaco melawan benfica kedua-duanya mentecak gol jepe emoji_star-struck emoji_star-struck emoji_star-struck,1,1
43155,tiktok mu lite gak,tiktok mu lite gak,tiktok mu ringan gak,0,0
2543,cerita maling kundang❌ cerita maling rendang✅,cerita maling kundang emoji_cross_mark cerita maling rendang emoji_check_mark_button,cerita maling kundang emoji_cross_mark cerita maling rendang emoji_check_mark_button,4,4
51011,jangan gitulah woiii 🥺,jangan gitulah woiii emoji_pleading_face,jangan begitulah woi emoji_pleading_face,0,0
5359,bukan untuk sumut tapi itu lebih ke keluarga si mul🤣🤣🤣,bukan untuk sumut tapi itu lebih ke keluarga si mul emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,bukan untuk sumut tapi itu lebih ke keluarga si mul emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,2,2
1760,palembang rakus😝,palembang rakus emoji_squinting_face_with_tongue,palembang rakus emoji_squinting_face_with_tongue,4,4
11079,dengan video ini seindonesia makin muak dgn si gundik,dengan video ini seindonesia makin muak dgn si gundik,dengan video ini se-Indonesia makin muak dengan si gundik,3,3
4982,kayaknya ada maksud tertentu kalo pulau itu sudah di pegang sumut ntar bakal gampang perusahaan asing buat garap itu pulau dan mungkin bisa jadi buat kepentingan pribadi mulyono and the geng,kayaknya ada maksud tertentu kalo pulau itu sudah di pegang sumut ntar bakal gampang perusahaan asing buat garap itu pulau dan mungkin bisa jadi buat kepentingan pribadi mulyono and the geng,kayaknya ada maksud tertentu kalo pulau itu sudah di pegang sumut nanti bakal gampang perusahaan asing buat garap itu pulau dan mungkin bisa jadi buat kepentingan pribadi mulyono dan the geng,2,2
9568,cantik untuk orang yang jelek adalah suatu hinaan,cantik untuk orang yang jelek adalah suatu hinaan,cantik untuk orang yang jelek adalah suatu hinaan,3,3
26396,btw kamu ada keturunan juga kah?,btw kamu ada keturunan juga kah?,btw kamu ada keturunan juga kah?,0,0
10312,niat awal nyari hiburan nyangkut di ͟pu͟͟l͟͟a͟͟u͟͟w͟͟i͟͟n͟͟,niat awal nyari hiburan nyangkut di pulauwin,niat awal nyari hiburan nyangkut di pulauwin,1,1
17814,partai bgs sbntr cs wkwk,partai bgs sbntr cs wkwk,partai bagus sebentar customer service wkwk,0,0
18694,amit amit amit amit,amit amit amit amit,amit amit amit amit,0,0
30362,iya padahal ajaran islam itu jika kita di jahatin kita balas dengan kebaikan,iya padahal ajaran islam itu jika kita di jahatin kita balas dengan kebaikan,iya padahal ajaran islam itu jika kita di jahat kita balas dengan kebaikan,0,0
4728,🙏thankssss🀄 @𝑳𝑰𝑹𝑰𝑲𝟕𝟖𝟗 🀄 always happy bossku 006,emoji_folded_hands thankssss emoji_mahjong_red_dragon mention_lirik789 emoji_mahjong_red_dragon always happy bossku 006,emoji_folded_hands terima kasih emoji_mahjong_red_dragon mention_lirik789 emoji_mahjong_red_dragon selalu bahagia bosku 006,1,1
1423,gw privat soalnya palembang hama😅,gw privat soalnya palembang hama emoji_grinning_face_with_sweat,saya privat soalnya palembang hama emoji_grinning_face_with_sweat,4,4
6377,emang gak semua cwo komen kaya gitu tapi yang komen kaya gitu udah pasti cwo,emang gak semua cwo komen kaya gitu tapi yang komen kaya gitu udah pasti cwo,emang gak semua cowok komen kaya gitu tapi yang komen kaya gitu sudah pasti cowok,4,4
2158,takutnyeee kuss kuss kuss rakus,takutnyeee kuss kuss kuss rakus,takutnya kuss kuss kuss rakus,3,3
61528,hadcehhhhhh demi uang,hadcehhhhhh demi uang,haduh demi uang,0,0
27188,semoga papua dan aceh secepatnya merdeka,semoga papua dan aceh secepatnya merdeka,semoga papua dan aceh secepatnya merdeka,0,0
55155,doso anying,doso anying,doso anjing,0,0
48307,ee begoyang diaa,ee begoyang diaa,eh bergoyang dia,0,0
7686,adegan treeshome ny mna anj,adegan treeshome ny mna anj,adegan tree home ini mana anjing,5,5
11866,perusak laki laki,perusak laki laki,perusak laki laki,3,3
31664,dari sini paham kan bakat yang di lihatkkan,dari sini paham kan bakat yang di lihatkkan,dari sini paham kan bakat yang di lihatkan,0,0
2383,tau hama gak?😂,tau hama gak? emoji_face_with_tears_of_joy,tau hama gak? emoji_face_with_tears_of_joy,4,3
15710,"Alah bosen main game,mending main di ⚧✍⛓☂⛰♓️17.","alah bosen main game,mending main di emoji_transgender_symbol emoji_writing_hand emoji_chains emoji_umbrella emoji_mountain emoji_pisces 17.","alah bosan main game,mending main di emoji_transgender_symbol emoji_writing_hand emoji_chains emoji_umbrella emoji_mountain emoji_pisces 17.",1,1
14011,enak tu di kenyot,enak tu di kenyot,enak tu di kenyot,5,5
16859,jangan banyak pikir gass di ᆢAᆢᆢLᆢᆢEᆢᆢXᆢᆢIᆢᆢSᆢᆢ1ᆢᆢ7ᆢ.,jangan banyak pikir gass di uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu.,jangan banyak pikir gas di uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu.,1,1
6007,kalok emang ter jari dulu di sumatra utara cuma ada orang karo ngadak batak kalok menurut sejarah,kalok emang ter jari dulu di sumatra utara cuma ada orang karo ngadak batak kalok menurut sejarah,kalau emang ter jari dulu di sumatra utara cuma ada orang karo dianggap batak kalau menurut sejarah,4,4
1427,hai rakus,hai rakus,hai rakus,4,4
8701,apaan si perasaan biasa aja tu cewe,apaan si perasaan biasa aja tu cewe,apaan si perasaan biasa aja tu cewek,3,3
19105,aw takutnyeee,aw takutnyeee,ah takutnya,0,0
9734,hujat aku dong,hujat aku dong,hujat aku dong,3,3
1988,ihh rendang rakus,ihh rendang rakus,ihh rendang rakus,4,4
9344,padahal saya cuma patokan mdal 200 eh malah naik 5jt,padahal saya cuma patokan mdal 200 eh malah naik 5jt,padahal saya cuma patokan modal 200 eh malah naik 5 juta,1,1
45379,lebih ke pengen non jok ga sih ka dibanding ketawa 🙏😭,lebih ke pengen non jok ga sih ka dibanding ketawa emoji_folded_hands emoji_loudly_crying_face,lebih ke ingin non jok ga sih ka dibanding ketawa emoji_folded_hands emoji_loudly_crying_face,0,0
4438,umat paus lagi rebutan daging b2,umat paus lagi rebutan daging b2,umat paus lagi rebutan daging bisa,4,4
7323,gw fokus ke pinggiran toketnya agak kemerah2an cieeee,gw fokus ke pinggiran toketnya agak kemerah 2 an cieeee,saya fokus ke pinggiran toketnya agak kemerah dua dan cie,5,5
26944,gak ada sejarah negara didalam negara aceh dan papua harus tunduk pada pemerintah,gak ada sejarah negara didalam negara aceh dan papua harus tunduk pada pemerintah,gak ada sejarah negara di dalam negara aceh dan papua harus tunduk pada pemerintah,0,0
2811,heh lu masih bocil wehh😭🗿,heh lu masih bocil wehh emoji_loudly_crying_face emoji_moai,heh lu masih bocil weh emoji_loudly_crying_face emoji_moai,3,3
45321,aku 271t kak 😭,aku 271t kak emoji_loudly_crying_face,aku 271t kak emoji_loudly_crying_face,0,0
61756,enak tuh aku gk di kasih,enak tuh aku gk di kasih,enak tuh aku tidak di kasih,0,0
11312,nah kan dia sekalian promosi ayola kawan² sadar lah kalo kalian memang benci si gundul ini mari kita block semua sepikan kolom komentar nya ga usah di subscribe ga usah ditanggepin apa apa ga usah dikasih panggung lagi si dani dan gundik ini biar nanti redup sendiri kalo kalian terus hujat dia dia makin asik karna dia dapet duit lah sedangkan kita dapet dosa karna menghujat 😅😅,nah kan dia sekalian promosi ayola kawan2 sadar lah kalo kalian memang benci si gundul ini mari kita block semua sepikan kolom komentar nya ga usah di subscribe ga usah ditanggepin apa apa ga usah dikasih panggung lagi si dani dan gundik ini biar nanti redup sendiri kalo kalian terus hujat dia dia makin asik karna dia dapet duit lah sedangkan kita dapet dosa karna menghujat emoji_grinning_face_with_sweat emoji_grinning_face_with_sweat,nah kan dia sekalian promosi ayo kawan-kawan sadar lah kalo kalian memang benci si gundul ini mari kita blok semua sepikan kolom komentar nya ga usah di berlangganan ga usah ditanggapi apa apa ga usah dikasih panggung lagi si dani dan gundik ini biar nanti redup sendiri kalo kalian terus hujat dia dia makin asik karena dia dapat duit lah sedangkan kita dapat dosa karena menghujat emoji_grinning_face_with_sweat emoji_grinning_face_with_sweat,3,3
6323,memang tidak semuanya namun hampir diseluruh kasus pelecehan selalu laki laki yang menjadi tersangka nya,memang tidak semuanya namun hampir diseluruh kasus pelecehan selalu laki laki yang menjadi tersangka nya,memang tidak semuanya namun hampir di seluruh kasus pelecehan selalu laki laki yang menjadi tersangka nya,4,4
6690,wawww susu x gede bangetzz mbcccc hhhhh😁😁😁😁,wawww susu x gede bangetzz mbcccc hhhhh emoji_beaming_face_with_smiling_eyes emoji_beaming_face_with_smiling_eyes emoji_beaming_face_with_smiling_eyes emoji_beaming_face_with_smiling_eyes,wow susu x gede banget mb hahaha emoji_beaming_face_with_smiling_eyes emoji_beaming_face_with_smiling_eyes emoji_beaming_face_with_smiling_eyes emoji_beaming_face_with_smiling_eyes,5,5
43160,baterai kitaa samaa bangg🗿🤭 photo,baterai kitaa samaa bangg emoji_moai emoji_face_with_hand_over_mouth photo,baterai kita sama bang emoji_moai emoji_face_with_hand_over_mouth photo,0,0
64099,vidio nya keren banget,vidio nya keren banget,vidio nya keren banget,0,0
12365,konten jahanam dajal merusak moral,konten jahanam dajal merusak moral,konten jahanam dajal merusak moral,4,3
10932,mandi gih minimal cuci muka,mandi gih minimal cuci muka,mandi iya minimal cuci muka,3,3
8699,konten lu busuk ga guna lu ngerendahin harga diri cewe demi konten sampah,konten lu busuk ga guna lu ngerendahin harga diri cewe demi konten sampah,konten lu busuk ga guna lu merendahkan harga diri cewek demi konten sampah,3,3
1237,bnr tuh biasanya sekolah2 gratis isinya pembulian yg biasanya ank2nya bahasanya kotor beda bgt sm ank2 yg sekolahnya mahal krna ruang lingkupnya pun jelas beda bgt,bnr tuh biasanya sekolah2 gratis isinya pembulian yg biasanya ank 2 nya bahasanya kotor beda bgt sm ank2 yg sekolahnya mahal krna ruang lingkupnya pun jelas beda bgt,benar tuh biasanya sekolah-sekolah gratis isinya perundungan yg biasanya anak dua nya bahasanya kotor beda banget sm anak yg sekolahnya mahal karena ruang lingkup pun jelas beda banget,2,2
22249,kak dapetnya dimana ? mau jugakkkkkk udah pasrah sama cowok indo😌,kak dapetnya dimana ? mau jugakkkkkk udah pasrah sama cowok indo emoji_relieved_face,kak dapetnya di mana ? mau juga sudah pasrah sama cowok indo emoji_relieved_face,0,0
15174,"Terbantu banget sama 𝐀𝐋𝐄𝐗𝐈𝐒17!, salut!","terbantu banget sama alexis17!, salut!","terbantu banget sama alexis17!, salut!",1,1
6038,bener emg udah tabiat mereka sick,bener emg udah tabiat mereka sick,benar emang sudah tabiat mereka sick,4,3
7233,bercinta dijalan raya boleh tu,bercinta dijalan raya boleh tu,bercinta di jalan raya boleh tu,5,5
50366,minimallll muka gk jerawat,minimallll muka gk jerawat,minimal muka tidak jerawat,0,0
68112,tumpah barang itu,tumpah barang itu,tumpah barang itu,0,0
1280,malam pertama dan jadi malam terakhir😭,malam pertama dan jadi malam terakhir emoji_loudly_crying_face,malam pertama dan jadi malam terakhir emoji_loudly_crying_face,5,5
24758,🤣gua pernah tnggal di palembang brow dari thn 2008 gua tau orang palembang dan aku tdk peranh bilang smua orang palang kek gitu ya tapi sebagian,emoji_rolling_on_the_floor_laughing gua pernah tnggal di palembang brow dari thn 2008 gua tau orang palembang dan aku tdk peranh bilang smua orang palang kek gitu ya tapi sebagian,emoji_rolling_on_the_floor_laughing gua pernah tanggal di palembang bro dari tahun 2008 gua tau orang palembang dan aku tidak pernah bilang semua orang palang kek gitu ya tapi sebagian,0,0
49520,untung gua kagak punya dompet,untung gua kagak punya dompet,untung gua kagak punya dompet,0,0
50550,😭😭😭😭🤟🏻 jujur aja geeh,emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_love-you_gesture_light_skin_tone jujur aja geeh,emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_love-you_gesture_light_skin_tone jujur aja geh,0,0
14085,makanya bilangin sama orangtua kalian jgn gblok ngapain kuliah cape2 mikir mending duit kuliah dipake implan susu susu bisa ngehasilin duit kuliah cape2 blm tentu kerja realistis aja skrg mah,makanya bilangin sama orangtua kalian jgn gblok ngapain kuliah cape2 mikir mending duit kuliah dipake implan susu susu bisa ngehasilin duit kuliah cape2 blm tentu kerja realistis aja skrg mah,makanya bilang sama orang tua kalian jangan goblok ngapain kuliah cape-cape mikir mending duit kuliah dipakai implan susu susu bisa menghasilkan duit kuliah cape-cape belum tentu kerja realistis aja sekarang mah,3,3
11017,berarti prnh main ama boy wiliam y,berarti prnh main ama boy wiliam y,berarti pernah main ama anak laki-laki wiliam y,3,3
5710,orang nya aja kayak rayap😂,orang nya aja kayak rayap emoji_face_with_tears_of_joy,orang nya aja kayak rayap emoji_face_with_tears_of_joy,4,4
31596,lu tau kan bro?,lu tau kan bro?,lu tau kan bro?,0,0
5186,gk bisa kerja dia,gk bisa kerja dia,tidak bisa kerja dia,3,3
12197,mata kau anjeng jahanam kwkwkw,mata kau anjeng jahanam kwkwkw,mata kau anjeng jahanam hahaha,4,4
53086,pasti udah longgar banget ini,pasti udah longgar banget ini,pasti sudah longgar banget ini,0,0
17160,menang besar di 𝘈𝘌Я𝐎𝟴𝟴-bikin mimpi jadi kenyataan!,menang besar di aeiao88-bikin mimpi jadi kenyataan!,menang besar di aeiao88-bikin mimpi jadi kenyataan!,1,1
2315,hama cok wkkwww,hama cok wkkwww,hama cok hahaha,4,3
56402,incaran bapak idhul adha,incaran bapak idhul adha,incaran bapak idul ada,0,0
59269,koplok banget yah padahal dia bikin video gini juga ghibah namanya,koplok banget yah padahal dia bikin video gini juga ghibah namanya,koplok banget yah padahal dia bikin video gini juga ghibah namanya,0,0
33297,untung mertuanya udah out,untung mertuanya udah out,untung mertuanya sudah keluar,0,0
9414,teguh itu aslinya bisa menang kalo di rasukin muhammad ali cuma badan nya gak muat,teguh itu aslinya bisa menang kalo di rasukin muhammad ali cuma badan nya gak muat,teguh itu aslinya bisa menang kalo di masukkan muhammad ali cuma badan nya gak muat,4,4
1873,keras rakus bukan coba,keras rakus bukan coba,keras rakus bukan coba,4,4
334,hidup lu kapan majunya kalau banyak takutnya anjjj,hidup lu kapan majunya kalau banyak takutnya anjjj,hidup lu kapan maju kalau banyak takutnya anjing,3,3
49681,harus ini sih jd pemenangnya🤣,harus ini sih jd pemenangnya emoji_rolling_on_the_floor_laughing,harus ini sih jadi pemenangnya emoji_rolling_on_the_floor_laughing,0,0
8738,💜❤️💯🙏thankssss ⛎🄄𝐀𝐍𝐆𝐊𝐎𝐓𝟕𝟕𝟕 🄄⛎ 🖤❤️happy asmara❤️🖤 1707712,"emoji_purple_heart emoji_red_heart emoji_hundred_points emoji_folded_hands thankssss emoji_ophiuchus 3,angkot777 3, emoji_ophiuchus emoji_black_heart emoji_red_heart happy asmara emoji_red_heart emoji_black_heart 1707712","emoji_purple_heart emoji_red_heart emoji_hundred_points emoji_folded_hands terima kasih emoji_ophiuchus 3,angkot777 3, emoji_ophiuchus emoji_black_heart emoji_red_heart bahagia asmara emoji_red_heart emoji_black_heart 1707712",1,1
8958,sejak kapan ada orang yg nyimpen badak,sejak kapan ada orang yg nyimpen badak,sejak kapan ada orang yg menyimpan badak,3,3
40701,nikah aja biar gak bedosa,nikah aja biar gak bedosa,nikah aja biar gak bedosa,0,0
6693,kondom bolong,kondom bolong,kondom bolong,5,5
39136,aya wik mbk karo aku,aya wik mbk karo aku,aya wik mbak karo aku,0,0
8173,jir gw sange liatnya,jir gw sange liatnya,jir saya sange lihatnya,5,5
12132,cewnya mulus sih montok cuman kurang titik titik dikit🤪🤪🤪,cewnya mulus sih montok cuman kurang titik titik dikit emoji_zany_face emoji_zany_face emoji_zany_face,cewe mulus sih montok cuman kurang titik titik dikit emoji_zany_face emoji_zany_face emoji_zany_face,5,5
12457,would you like 👅,would you like emoji_tongue,would you like emoji_tongue,5,5
6358,ga semua cowo namun selalu cowo,ga semua cowo namun selalu cowo,ga semua cowok namun selalu cowok,4,4
63787,si merlin lagi dong body ny kek kimi hime 😍,si merlin lagi dong body ny kek kimi hime emoji_smiling_face_with_heart-eyes,si merlin lagi dong bodi ini kek kamu hime emoji_smiling_face_with_heart-eyes,0,0
4763,pakai suku jgn pake tangan,pakai suku jgn pake tangan,pakai suku jangan pake tangan,4,4
14785,ganteng enggak taek iyaa😂,ganteng enggak taek iyaa emoji_face_with_tears_of_joy,ganteng enggak taek iya emoji_face_with_tears_of_joy,3,3
14132,they expose their hot boobs for getting viewers,they expose their hot boobs for getting viewers,mereka expose their hot payudara untuk mendapatkan penonton,5,5
4000,tebak kristen agama,tebak kristen agama,tebak kristen agama,4,4
3038,dia juga ngamau sama lu cil😫,dia juga ngamau sama lu cil emoji_tired_face,dia juga nggak mau sama lu cil emoji_tired_face,3,3
6466,pemikiran cowo kenapa sih😹 oot semua😹,pemikiran cowo kenapa sih emoji_cat_with_tears_of_joy oot semua emoji_cat_with_tears_of_joy,pemikiran cowok kenapa sih emoji_cat_with_tears_of_joy out of topic semua emoji_cat_with_tears_of_joy,3,3
14494,bugil aja sekalian 😂😂😂,bugil aja sekalian emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,bugil aja sekalian emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,5,5
33214,mau diexploatasi alamnya kalo sdh rusak dibalikin lagi,mau diexploatasi alamnya kalo sdh rusak dibalikin lagi,mau dieksploitasi alam kalo sudah rusak dikembalikan lagi,0,0
43897,kembarannya ya 😭😭🙏,kembarannya ya emoji_loudly_crying_face emoji_loudly_crying_face emoji_folded_hands,kembarannya ya emoji_loudly_crying_face emoji_loudly_crying_face emoji_folded_hands,0,0
33758,sdm tinggi🤣🤣lucu kali,sdm tinggi emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing lucu kali,sdm tinggi emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing lucu kali,0,0
15399,Gw paling demen gas di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 wkwkwkww seru. Harus sering2 sih ini mah,gw paling demen gas di emoji_triangular_flag weton88 emoji_triangular_flag wkwkwkww seru. harus sering2 sih ini mah,saya paling demen gas di emoji_triangular_flag weton88 emoji_triangular_flag wkwkwk seru. harus sering-sering sih ini mah,1,1
7669,hemm kok kayak pelecehan ya,hemm kok kayak pelecehan ya,hemm kok kayak pelecehan ya,5,5
16848,"""Wah, **G O L D 8 8 8** emang solusi yang mudah dan mantap ya!"" 👀","""wah, **g o l d 8 8 8** emang solusi yang mudah dan mantap ya!"" emoji_eyes","""wah, **g o l d 8 8 8** emang solusi yang mudah dan mantap ya!"" emoji_eyes",1,1
16302,Main di 𝐴 𝐗 𝘓 7 𝟽 𝟽-langsung bikin hari jadi lebih cerah! 🏤,main di a x l 7 7 7-langsung bikin hari jadi lebih cerah! emoji_post_office,main di a x l tujuh tujuh 7-langsung bikin hari jadi lebih cerah! emoji_post_office,1,1
65454,🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️ bang @teguh klo ngomong balbar sekali dan kontennya bikin otak treveling sebenernya pgn gk nonton sayang klo nonton malah nambah dosa,emoji_man_facepalming_light_skin_tone emoji_man_facepalming_light_skin_tone emoji_man_facepalming_light_skin_tone bang mention_user klo ngomong balbar sekali dan kontennya bikin otak treveling sebenernya pgn gk nonton sayang klo nonton malah nambah dosa,emoji_man_facepalming_light_skin_tone emoji_man_facepalming_light_skin_tone emoji_man_facepalming_light_skin_tone bang mention_user kalau ngomong balbar sekali dan kontennya bikin otak traveling sebenarnya ingin tidak nonton sayang kalau nonton malah nambah dosa,0,0
21594,klen ya😂😂😂,klen ya emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,klen ya emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,0,0
3142,merdeka atjeh merdeka west papua merdeka borneo,merdeka atjeh merdeka west papua merdeka borneo,merdeka aceh merdeka barat papua merdeka borneo,4,4
7798,mak lu di gituin gimana bos,mak lu di gituin gimana bos,mak lu di gituin gimana bos,3,3
11706,kayak kenal di link 😂,kayak kenal di link emoji_face_with_tears_of_joy,kayak kenal di tautan emoji_face_with_tears_of_joy,5,5
31284,hahaha kok ngamuk dia tiba2 🤣🤣,hahaha kok ngamuk dia tiba2 emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,hahaha kok marah dia tiba-tiba emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,0,0
44787,harusnya lo cabut soalnya dia mau kentut,harusnya lo cabut soalnya dia mau kentut,harusnya lo cabut soalnya dia mau kentut,0,0
8209,jadi wanita yang sopan mbak,jadi wanita yang sopan mbak,jadi wanita yang sopan mbak,3,3
10912,ngeri sdm indonesia makin bobrok dan totol 😢,ngeri sdm indonesia makin bobrok dan totol emoji_crying_face,ngeri sdm indonesia makin bobrok dan totol emoji_crying_face,4,4
